User ID,Age,Gender,Location,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Total Expernditure
U04175,59,Other,Mumbai,iOS,9.3,21.7,86.2,18,2.0,798,Gaming,3369
U04183,15,Male,Delhi,iOS,9.9,19.9,173.2,65,3.3,1068,Gaming,10760
U04196,48,Female,Bangalore,iOS,7.5,23.8,227.3,167,0.8,1164,Gaming,9537
U04199,54,Other,Chennai,iOS,8.7,17.2,110.7,108,2.0,1207,Gaming,9447
U04215,60,Female,Jaipur,Android,10.0,28.0,297.5,62,1.4,652,Gaming,6378
U04222,15,Male,Delhi,iOS,7.7,38.9,214.1,136,2.1,1053,Gaming,6108
U04223,25,Male,Pune,iOS,8.1,43.2,7.2,42,2.1,334,Gaming,6141
U04225,38,Female,Kolkata,iOS,10.5,21.1,236.5,64,0.1,1788,Gaming,4428
U04239,49,Female,Kolkata,Android,2.4,3.2,267.2,180,0.1,161,Gaming,4261
U04245,56,Male,Hyderabad,Android,10.0,39.5,105.5,59,0.9,1999,Gaming,8565
U04246,35,Female,Delhi,Android,9.6,42.4,15.7,10,1.0,623,Gaming,3394
U04249,41,Other,Ahmedabad,iOS,4.4,16.6,110.9,117,4.8,1690,Gaming,2946
U04252,47,Other,Delhi,Android,11.3,23.2,34.0,161,1.9,542,Gaming,9685
U04258,22,Male,Kolkata,Android,2.0,19.8,154.6,54,0.6,644,Gaming,4167
U04259,28,Other,Delhi,Android,3.5,25.4,82.1,167,2.7,1746,Gaming,6276
U04282,37,Other,Ahmedabad,iOS,4.9,14.1,79.1,151,2.7,1918,Gaming,9536
U04289,19,Other,Ahmedabad,Android,8.4,35.5,167.9,83,3.1,589,Gaming,8158
U04295,19,Male,Pune,Android,11.3,27.9,260.5,33,3.4,1634,Gaming,8650
U04298,19,Male,Pune,Android,3.4,5.5,67.0,159,4.7,1766,Gaming,7334
U04300,56,Male,Delhi,Android,11.0,24.4,119.2,42,2.0,1493,Gaming,5507
U04305,30,Male,Bangalore,Android,4.4,5.1,70.4,114,4.2,1230,Gaming,5279
U04310,51,Female,Hyderabad,Android,9.8,11.1,89.7,158,1.0,448,Gaming,9308
U04319,45,Female,Ahmedabad,Android,4.2,38.2,146.2,163,2.4,503,Gaming,3501
U04324,34,Female,Lucknow,Android,6.5,8.5,136.1,155,1.9,1219,Gaming,9081
U04329,53,Male,Lucknow,iOS,2.9,35.3,267.6,89,1.9,238,Gaming,1067
U04331,31,Other,Kolkata,Android,2.8,24.0,78.8,111,4.3,1057,Gaming,1321
U04335,29,Other,Lucknow,Android,9.6,9.7,237.8,152,2.2,1340,Gaming,9509
U04344,34,Other,Jaipur,iOS,2.1,9.6,137.6,160,3.5,636,Gaming,10010
U04350,42,Other,Kolkata,Android,4.3,13.6,292.5,92,2.7,1965,Gaming,10985
U04352,15,Female,Delhi,iOS,4.3,15.6,273.2,184,1.0,172,Gaming,8030
U04360,54,Male,Ahmedabad,Android,11.8,46.9,186.1,34,3.2,1817,Gaming,3882
U04367,32,Male,Kolkata,Android,1.8,3.8,173.4,82,0.8,1927,Gaming,10527
U04368,43,Other,Lucknow,iOS,11.7,8.4,295.7,155,3.1,1712,Gaming,9904
U04370,40,Female,Mumbai,iOS,3.8,47.3,78.7,163,2.8,341,Gaming,925
U04372,53,Female,Jaipur,iOS,4.1,9.1,153.4,81,2.7,473,Gaming,9996
U04377,16,Other,Ahmedabad,Android,10.6,37.9,213.8,27,1.6,483,Gaming,5899
U04379,17,Male,Jaipur,Android,7.6,15.2,46.5,27,4.0,1659,Gaming,9893
U04383,55,Female,Hyderabad,iOS,8.3,34.5,299.4,60,1.2,1381,Gaming,10374
U04394,30,Male,Bangalore,Android,11.9,17.8,137.9,181,0.6,146,Gaming,4346
U04395,41,Other,Ahmedabad,Android,5.9,18.6,259.9,80,2.1,1890,Gaming,10971
U04397,33,Other,Jaipur,Android,2.1,43.7,175.4,118,4.8,346,Gaming,8108
U04398,53,Other,Kolkata,Android,9.2,48.9,157.4,141,3.9,1439,Gaming,6243
U04403,28,Female,Bangalore,Android,1.1,42.3,282.5,78,1.0,1836,Gaming,4246
U04411,26,Female,Hyderabad,iOS,7.0,38.1,263.2,24,1.1,1047,Gaming,5923
U04416,31,Female,Bangalore,Android,4.5,3.5,232.2,85,4.9,247,Gaming,5810
U04422,49,Other,Jaipur,Android,3.9,29.1,31.3,118,2.8,1265,Gaming,3883
U04423,57,Male,Ahmedabad,iOS,10.0,33.9,70.4,20,2.5,1006,Gaming,9133
U04424,31,Female,Chennai,Android,2.3,3.2,126.5,107,4.4,1940,Gaming,3226
U04432,40,Other,Chennai,iOS,8.3,43.5,107.6,49,1.6,255,Gaming,5419
U04436,34,Male,Chennai,iOS,8.1,41.8,79.6,168,4.4,236,Gaming,4375
U04438,21,Female,Bangalore,iOS,1.7,14.6,239.2,170,3.9,159,Gaming,9244
U04445,51,Male,Ahmedabad,Android,12.0,25.0,170.1,10,3.9,916,Gaming,5427
U04454,37,Other,Mumbai,Android,2.3,40.1,59.5,103,0.8,1595,Gaming,2698
U04455,55,Male,Bangalore,Android,2.7,19.7,84.0,66,4.0,1060,Gaming,4369
U04460,54,Male,Bangalore,iOS,5.7,40.2,20.4,18,4.3,1679,Gaming,1889
U04463,15,Other,Kolkata,iOS,12.0,4.3,141.7,91,3.9,109,Gaming,4539
U04466,18,Male,Delhi,iOS,5.3,26.8,230.0,198,4.1,1986,Gaming,2541
U04471,52,Male,Bangalore,Android,7.4,17.9,250.6,22,2.7,1968,Gaming,6625
U04473,56,Female,Lucknow,iOS,1.6,1.7,95.5,177,3.5,1475,Gaming,9313
U04475,52,Male,Mumbai,Android,9.2,39.3,14.2,196,4.9,1561,Gaming,1960
U04480,17,Male,Delhi,iOS,4.5,8.8,134.1,185,0.8,1087,Gaming,2269
U04489,21,Other,Hyderabad,Android,8.1,9.3,83.9,52,1.3,1352,Gaming,7470
U04491,38,Male,Ahmedabad,Android,10.7,2.2,132.0,105,2.6,425,Gaming,9377
U04494,23,Female,Mumbai,iOS,5.3,40.3,130.9,155,2.7,1992,Gaming,11963
U04499,57,Male,Kolkata,Android,1.2,37.4,11.0,105,4.5,455,Gaming,633
U04510,40,Female,Lucknow,iOS,7.7,19.4,256.2,187,4.2,429,Gaming,4914
U04524,20,Other,Bangalore,iOS,9.7,36.3,219.3,176,1.4,1752,Gaming,6271
U04530,35,Female,Bangalore,Android,5.8,8.2,234.3,143,2.8,1141,Gaming,7407
U04534,56,Female,Mumbai,iOS,5.4,1.3,259.1,181,4.4,552,Gaming,7660
U04535,32,Female,Delhi,iOS,3.5,37.2,15.3,144,2.6,1670,Gaming,6231
U04536,47,Male,Hyderabad,iOS,10.2,8.8,164.2,36,4.1,1354,Gaming,3580
U04540,18,Male,Bangalore,Android,9.8,27.5,67.2,199,3.7,905,Gaming,7658
U04544,56,Female,Kolkata,iOS,8.4,47.6,134.1,55,3.8,1019,Gaming,4213
U04547,48,Female,Pune,iOS,2.6,42.7,235.5,138,1.3,509,Gaming,10255
U04550,40,Male,Lucknow,Android,10.7,21.3,192.0,144,4.7,393,Gaming,9353
U04555,50,Female,Chennai,Android,1.6,14.7,150.4,86,1.6,1768,Gaming,5226
U04559,21,Female,Chennai,Android,6.7,5.5,65.4,61,1.1,1541,Gaming,3475
U04568,37,Other,Lucknow,iOS,6.7,18.3,116.5,25,0.8,666,Gaming,7537
U04569,20,Other,Hyderabad,iOS,1.4,14.9,189.5,132,5.0,1197,Gaming,1949
U04576,40,Male,Jaipur,iOS,1.4,42.0,237.5,130,3.5,253,Gaming,8204
U04584,48,Female,Mumbai,Android,10.3,11.9,15.0,88,0.0,357,Gaming,9709
U04586,52,Other,Lucknow,iOS,10.3,43.4,198.2,41,0.1,749,Gaming,3358
U04589,58,Male,Lucknow,Android,3.9,24.9,94.3,139,3.5,1237,Gaming,6535
U04590,52,Female,Bangalore,Android,1.9,12.8,186.3,197,3.2,1245,Gaming,3741
U04591,26,Other,Kolkata,iOS,9.9,35.3,180.5,70,1.8,765,Gaming,5250
U04594,19,Other,Jaipur,Android,8.0,28.9,190.0,39,0.5,1746,Gaming,3202
U04596,26,Other,Jaipur,iOS,5.8,1.8,169.3,52,1.5,957,Gaming,9467
U04603,28,Other,Mumbai,Android,1.8,30.6,236.1,21,0.5,1486,Gaming,6292
U04604,56,Male,Delhi,Android,2.1,44.2,233.7,48,2.6,956,Gaming,3422
U04607,33,Female,Jaipur,iOS,5.7,18.8,127.4,123,2.5,1470,Gaming,5922
U04608,33,Female,Kolkata,Android,2.9,12.4,125.1,53,3.0,1378,Gaming,9318
U04610,26,Other,Pune,Android,6.1,45.8,91.3,78,4.9,794,Gaming,6626
U04626,52,Male,Pune,Android,2.0,47.4,114.8,119,4.4,1536,Gaming,4795
U04629,22,Male,Mumbai,iOS,3.9,7.1,268.1,108,0.1,1420,Gaming,10178
U04641,31,Male,Bangalore,iOS,3.7,38.7,218.1,171,3.5,1152,Gaming,9811
U04642,33,Female,Ahmedabad,iOS,4.4,14.2,271.9,116,2.9,572,Gaming,3201
U04644,51,Other,Ahmedabad,iOS,3.8,23.8,133.6,72,3.1,1531,Gaming,2207
U04651,25,Other,Ahmedabad,Android,8.3,16.9,273.5,168,2.4,357,Gaming,9220
U04653,35,Other,Chennai,iOS,11.6,28.4,218.6,27,1.0,1858,Gaming,5303
U04655,33,Other,Chennai,iOS,1.5,27.2,114.3,53,4.8,1076,Gaming,5701
U04664,46,Other,Jaipur,Android,8.9,44.6,31.9,139,2.7,1030,Gaming,5028
U04665,42,Male,Lucknow,iOS,6.6,4.8,128.6,70,2.7,1749,Gaming,10935
U04685,23,Other,Bangalore,Android,11.9,29.3,227.9,186,2.3,933,Gaming,10464
U04687,15,Female,Hyderabad,iOS,10.9,47.9,15.9,51,1.2,919,Gaming,6602
U04692,36,Other,Pune,Android,5.2,14.6,47.1,85,5.0,1608,Gaming,10146
U04696,15,Male,Pune,Android,4.8,7.5,208.9,20,1.6,183,Gaming,5810
U04698,15,Female,Lucknow,iOS,9.9,42.2,145.7,57,2.2,260,Gaming,5481
U04703,41,Male,Kolkata,Android,9.8,35.7,66.6,36,4.7,242,Gaming,7813
U04704,59,Other,Delhi,iOS,8.3,2.3,139.3,142,1.2,921,Gaming,4536
U04732,57,Male,Ahmedabad,iOS,7.0,3.5,197.6,77,4.9,1858,Gaming,5563
U04739,54,Female,Jaipur,Android,4.6,19.9,174.7,181,2.7,1386,Gaming,10019
U04740,58,Female,Delhi,Android,8.6,35.9,190.8,17,3.5,1390,Gaming,2742
U04742,46,Other,Delhi,iOS,5.0,17.3,71.7,156,0.7,340,Gaming,10168
U04745,22,Other,Pune,Android,4.7,24.7,121.4,171,3.0,1487,Gaming,2059
U04748,35,Male,Lucknow,Android,7.1,4.0,161.8,140,1.3,1330,Gaming,8774
U04749,33,Female,Kolkata,iOS,6.8,21.7,293.8,110,4.5,160,Gaming,7282
U04750,15,Male,Chennai,iOS,7.4,36.3,25.2,22,1.2,1379,Gaming,5288
U04761,48,Other,Pune,Android,6.8,32.3,166.5,56,0.2,1231,Gaming,8808
U04782,52,Female,Ahmedabad,Android,2.9,32.6,250.3,198,2.2,658,Gaming,1508
U04785,26,Other,Pune,iOS,8.2,44.8,58.2,13,2.3,948,Gaming,8927
U04786,27,Other,Hyderabad,iOS,3.4,35.9,98.0,53,4.6,411,Gaming,9870
U04796,41,Female,Jaipur,Android,4.2,25.7,269.9,176,1.9,850,Gaming,7874
U04799,26,Male,Bangalore,Android,4.1,39.6,178.8,106,2.7,261,Gaming,8627
U04803,19,Male,Bangalore,iOS,9.1,2.0,121.3,186,3.7,1910,Gaming,9530
U04811,19,Male,Delhi,Android,8.1,4.6,172.1,50,3.7,561,Gaming,8575
U04812,24,Other,Lucknow,Android,7.3,1.2,67.7,86,2.1,1408,Gaming,9585
U04823,51,Male,Ahmedabad,Android,2.5,38.6,265.5,191,4.9,696,Gaming,4655
U04829,20,Other,Jaipur,Android,9.6,35.9,215.9,80,1.1,111,Gaming,3525
U04834,54,Female,Mumbai,Android,6.0,15.5,142.3,30,1.0,619,Gaming,1948
U04846,33,Other,Pune,iOS,4.9,18.7,41.2,128,0.7,1530,Gaming,7228
U04856,29,Male,Bangalore,iOS,4.5,42.3,72.1,57,4.7,322,Gaming,4165
U04864,52,Female,Lucknow,Android,3.7,22.9,61.4,18,4.9,1040,Gaming,5723
U04867,55,Other,Bangalore,Android,7.1,38.1,210.4,177,2.9,1960,Gaming,3832
U04872,18,Male,Pune,Android,11.6,7.8,153.1,122,3.9,1241,Gaming,5235
U04878,60,Female,Jaipur,Android,4.0,10.3,39.7,160,4.4,912,Gaming,3782
U04887,35,Male,Kolkata,iOS,11.0,41.4,262.5,154,4.6,1512,Gaming,6495
U04893,40,Female,Mumbai,iOS,3.4,29.0,37.6,161,1.3,559,Gaming,9143
U04895,24,Male,Delhi,Android,8.2,21.6,285.4,96,4.2,497,Gaming,6124
U04901,35,Female,Jaipur,iOS,3.9,4.9,285.3,61,3.5,412,Gaming,6538
U04902,29,Male,Chennai,Android,3.0,7.8,235.8,103,1.4,1943,Gaming,6309
U04906,36,Male,Lucknow,Android,8.0,48.5,62.5,114,4.6,1258,Gaming,6367
U04908,43,Male,Pune,iOS,11.8,9.6,60.0,151,2.8,461,Gaming,6721
U04911,59,Female,Lucknow,Android,2.2,46.8,56.9,119,1.2,364,Gaming,1130
U04917,42,Other,Chennai,iOS,2.3,35.5,134.4,181,1.7,1015,Gaming,1360
U04922,52,Male,Kolkata,iOS,8.4,26.4,205.1,125,0.2,1729,Gaming,5393
U04928,34,Female,Pune,iOS,2.9,8.9,63.3,154,2.1,263,Gaming,4182
U04930,39,Male,Hyderabad,Android,11.2,43.6,96.6,153,3.6,1539,Gaming,11477
U04943,22,Female,Jaipur,Android,6.8,18.6,30.1,76,1.2,1813,Gaming,3472
U04949,52,Male,Delhi,iOS,9.4,44.7,52.5,199,4.1,852,Gaming,6788
U04957,36,Other,Jaipur,Android,4.6,30.4,257.8,35,0.1,1665,Gaming,5279
U04958,58,Other,Chennai,Android,1.1,31.5,98.3,120,0.5,325,Gaming,4477
U04960,58,Other,Hyderabad,iOS,4.1,21.7,16.2,144,3.0,1652,Gaming,8113
U04962,41,Male,Lucknow,Android,10.6,32.6,169.3,106,1.9,1823,Gaming,3231
U04964,26,Female,Pune,iOS,10.1,30.4,83.3,81,0.4,1096,Gaming,2377
U04965,26,Female,Ahmedabad,iOS,4.7,39.8,283.4,188,2.1,1258,Gaming,4483
U04973,18,Female,Delhi,Android,4.0,12.6,38.3,109,2.8,1074,Gaming,6957
U04974,36,Female,Jaipur,iOS,2.0,41.7,57.8,96,0.1,1228,Gaming,9484
U04977,53,Male,Ahmedabad,Android,2.8,40.1,91.7,92,0.6,1093,Gaming,10528
U04984,59,Other,Hyderabad,iOS,3.1,36.2,189.4,70,1.1,1869,Gaming,10760
U04988,59,Male,Lucknow,Android,7.7,44.2,263.3,115,1.1,216,Gaming,4040
U04993,50,Female,Jaipur,Android,9.0,33.1,272.6,166,4.9,654,Gaming,8000
U04994,47,Male,Bangalore,Android,1.1,17.6,118.8,142,3.1,950,Gaming,8272
U04996,16,Other,Jaipur,iOS,4.6,25.8,255.6,65,0.1,736,Gaming,5240
U05003,30,Other,Hyderabad,iOS,9.9,31.2,137.7,166,4.7,141,Gaming,6933
U05009,41,Female,Pune,iOS,9.0,12.8,148.4,53,2.3,1996,Gaming,4993
U05016,16,Male,Chennai,iOS,9.4,12.1,150.1,22,3.6,934,Gaming,7976
U05017,36,Female,Ahmedabad,iOS,11.0,13.4,228.5,16,0.3,1745,Gaming,8910
U05021,29,Other,Hyderabad,Android,9.1,10.5,223.8,75,1.8,513,Gaming,3558
U05037,27,Male,Ahmedabad,Android,10.8,39.6,213.8,59,2.0,1923,Gaming,7720
U05038,58,Female,Chennai,iOS,11.6,45.9,287.7,176,1.2,458,Gaming,7153
U05043,34,Female,Mumbai,iOS,3.3,36.2,19.1,181,0.1,1660,Gaming,8690
U05045,21,Female,Chennai,iOS,4.7,43.7,99.5,39,4.9,1805,Gaming,5126
U05047,29,Male,Jaipur,iOS,3.2,28.4,179.0,140,2.5,1006,Gaming,1185
U05048,17,Other,Mumbai,iOS,6.6,18.2,58.0,32,3.6,189,Gaming,4500
U05051,15,Other,Ahmedabad,iOS,9.2,28.4,38.9,92,1.8,915,Gaming,8399
U05056,45,Male,Ahmedabad,Android,3.8,19.0,222.8,39,3.6,293,Gaming,3422
U05065,20,Male,Chennai,iOS,10.2,23.0,284.7,20,4.5,1908,Gaming,11574
U05079,22,Male,Kolkata,iOS,8.5,49.3,64.5,168,1.7,1709,Gaming,7034
U05082,52,Other,Ahmedabad,Android,1.8,8.9,160.6,162,0.4,1817,Gaming,11507
U05084,54,Female,Delhi,Android,5.8,2.3,105.6,24,3.0,1300,Gaming,10265
U05091,24,Female,Bangalore,iOS,4.6,44.8,48.8,26,0.0,151,Gaming,3693
U05099,52,Female,Lucknow,iOS,3.3,36.5,175.6,198,3.2,476,Gaming,8460
U05100,27,Other,Pune,iOS,2.6,26.9,153.0,94,4.9,791,Gaming,9009
U05112,50,Male,Hyderabad,iOS,8.5,33.1,7.8,104,0.3,176,Gaming,8905
U05118,26,Female,Jaipur,Android,5.5,12.3,66.6,25,1.8,1315,Gaming,2493
U05123,34,Other,Ahmedabad,iOS,5.7,5.8,146.3,172,4.6,1811,Gaming,3708
U05124,42,Male,Ahmedabad,Android,11.7,21.5,94.7,38,3.2,1994,Gaming,4706
U05128,27,Female,Lucknow,iOS,6.7,46.4,287.5,189,1.5,183,Gaming,4910
U05129,42,Female,Jaipur,Android,11.5,23.0,101.6,133,2.1,149,Gaming,3526
U05139,17,Other,Delhi,iOS,5.8,29.6,197.6,73,3.3,1425,Gaming,3064
U05149,55,Male,Bangalore,Android,10.7,32.4,56.8,12,4.3,514,Gaming,8512
U05152,17,Male,Kolkata,iOS,11.7,38.6,140.8,150,1.3,746,Gaming,5590
U05154,31,Male,Pune,Android,2.6,27.0,140.2,47,4.0,1343,Gaming,1786
U05170,52,Female,Delhi,Android,10.9,17.7,81.0,58,2.7,483,Gaming,6191
U05172,60,Female,Chennai,iOS,10.2,19.8,262.3,166,2.5,696,Gaming,4896
U05189,41,Other,Pune,iOS,11.6,11.8,130.7,168,0.2,607,Gaming,4378
U05195,30,Other,Delhi,iOS,11.6,13.6,227.7,128,4.2,1836,Gaming,5838
U05200,15,Male,Hyderabad,Android,10.9,40.8,45.5,31,3.2,1474,Gaming,3797
U05201,22,Male,Kolkata,Android,4.2,48.7,175.7,140,2.7,591,Gaming,4451
U05203,45,Male,Lucknow,Android,8.8,34.4,217.8,28,2.5,701,Gaming,7114
U05213,54,Other,Mumbai,Android,1.8,28.9,178.8,38,1.8,1919,Gaming,5271
U05214,34,Other,Bangalore,Android,10.2,5.0,137.7,25,1.2,1309,Gaming,8564
U05218,45,Male,Pune,Android,1.8,49.2,8.7,122,3.9,1807,Gaming,8751
U05219,39,Female,Jaipur,iOS,4.4,10.0,95.3,172,4.1,1565,Gaming,5536
U05221,33,Male,Lucknow,iOS,3.1,46.8,277.5,173,4.9,1638,Gaming,2033
U05222,35,Other,Hyderabad,iOS,4.9,11.3,123.5,73,4.5,1721,Gaming,9502
U05223,36,Other,Bangalore,Android,8.0,41.5,175.3,56,4.7,1856,Gaming,3183
U05257,21,Male,Pune,Android,7.3,44.5,265.4,180,4.3,1077,Gaming,5851
U05280,46,Male,Jaipur,Android,10.0,48.6,229.5,78,2.6,809,Gaming,4786
U05286,46,Male,Ahmedabad,Android,2.4,30.8,147.3,83,0.8,865,Gaming,6470
U05293,17,Male,Kolkata,iOS,9.0,38.9,158.3,179,1.9,617,Gaming,4858
U05294,29,Female,Jaipur,Android,11.3,11.7,184.8,126,1.4,533,Gaming,10143
U05303,50,Other,Mumbai,Android,1.5,13.5,198.0,93,0.3,1849,Gaming,3101
U05304,16,Other,Jaipur,iOS,6.3,31.3,210.2,166,2.5,1516,Gaming,10711
U05313,60,Female,Mumbai,iOS,10.3,34.6,74.7,98,2.7,524,Gaming,989
U05322,19,Female,Mumbai,iOS,8.3,26.1,33.1,155,4.6,824,Gaming,10015
U05324,55,Other,Lucknow,Android,5.7,28.9,205.4,152,0.9,1865,Gaming,2047
U05326,28,Female,Chennai,iOS,8.8,37.7,282.7,25,3.8,1497,Gaming,9908
U05327,47,Other,Lucknow,Android,2.7,41.8,111.8,71,2.7,1606,Gaming,3961
U05330,30,Male,Pune,Android,4.8,21.0,40.6,188,4.9,886,Gaming,9130
U05336,41,Other,Delhi,iOS,11.6,24.8,12.5,120,2.2,1498,Gaming,5470
U05343,42,Male,Bangalore,Android,1.9,16.1,176.1,59,1.7,721,Gaming,3940
U05345,41,Female,Hyderabad,iOS,10.3,28.2,297.1,178,4.7,1132,Gaming,3569
U05346,33,Other,Delhi,Android,8.0,7.0,12.4,93,4.6,1711,Gaming,1854
U05350,23,Female,Lucknow,iOS,5.2,11.3,120.8,58,2.5,469,Gaming,10193
U05353,46,Male,Delhi,Android,4.0,22.4,95.2,182,1.9,418,Gaming,3246
U05362,30,Male,Ahmedabad,iOS,3.2,27.8,219.3,198,1.7,1570,Gaming,9082
U05364,15,Other,Bangalore,Android,12.0,10.2,251.7,195,2.7,817,Gaming,5979
U05368,52,Other,Chennai,iOS,4.1,46.3,221.6,173,4.0,1038,Gaming,7594
U05372,43,Other,Lucknow,Android,3.1,29.5,272.7,171,3.3,1412,Gaming,5245
U05383,35,Female,Delhi,iOS,3.5,46.6,92.9,65,3.8,383,Gaming,1774
U05384,41,Male,Delhi,Android,11.2,46.0,294.7,152,2.5,768,Gaming,3850
U05385,46,Other,Kolkata,Android,9.1,46.0,211.5,63,2.3,418,Gaming,5524
U05386,18,Female,Ahmedabad,Android,7.1,7.5,105.7,13,2.8,1581,Gaming,11433
U05390,54,Female,Mumbai,Android,4.6,1.1,167.6,29,2.5,1830,Gaming,2130
U05392,17,Other,Hyderabad,Android,10.6,8.4,47.8,109,5.0,491,Gaming,3794
U05398,43,Other,Bangalore,Android,6.4,30.5,223.2,112,3.5,1843,Gaming,2289
U05414,33,Male,Chennai,Android,10.4,8.9,200.4,122,3.3,1090,Gaming,4031
U05421,45,Female,Pune,Android,1.2,29.8,251.8,23,2.5,868,Gaming,2015
U05424,46,Female,Kolkata,iOS,2.0,20.5,32.3,47,4.2,185,Gaming,3227
U05425,40,Female,Delhi,iOS,3.5,43.0,83.0,106,0.7,194,Gaming,1227
U05426,19,Other,Kolkata,Android,2.0,33.6,59.5,57,2.1,992,Gaming,4353
U05431,48,Other,Bangalore,Android,9.0,14.0,188.1,103,2.8,1314,Gaming,8170
U05434,57,Male,Kolkata,Android,1.4,40.0,256.5,185,2.2,284,Gaming,1005
U05443,17,Female,Ahmedabad,Android,9.3,10.3,102.3,105,3.3,1731,Gaming,5669
U05444,43,Other,Mumbai,Android,2.9,6.2,62.0,125,3.3,823,Gaming,2582
U05451,42,Male,Mumbai,iOS,8.5,1.4,24.1,117,0.9,506,Gaming,6103
U05452,59,Female,Delhi,Android,11.5,31.7,151.9,186,0.4,1430,Gaming,6035
U05455,19,Female,Bangalore,Android,3.4,12.5,68.6,135,1.5,1509,Gaming,8665
U05457,15,Other,Ahmedabad,Android,5.1,29.4,117.0,61,3.2,655,Gaming,5133
U05478,46,Female,Pune,Android,6.6,6.5,269.1,186,4.2,1163,Gaming,9629
U05484,56,Male,Chennai,iOS,1.3,5.7,145.2,27,1.4,755,Gaming,9922
U05488,59,Other,Jaipur,iOS,6.4,33.6,11.7,125,1.3,1447,Gaming,1561
U05489,16,Female,Mumbai,Android,11.1,14.8,291.8,23,3.8,595,Gaming,1406
U05492,50,Male,Hyderabad,Android,8.9,8.3,111.5,130,2.2,974,Gaming,6216
U05498,59,Male,Pune,iOS,8.4,47.5,192.4,176,3.0,1716,Gaming,11567
U05504,56,Other,Chennai,Android,3.9,33.5,129.8,43,0.5,1291,Gaming,7691
U05505,29,Other,Pune,Android,3.8,42.0,79.0,48,4.6,1313,Gaming,2399
U05509,54,Female,Pune,iOS,4.6,5.5,179.6,189,2.8,1812,Gaming,5602
U05514,43,Other,Lucknow,Android,2.8,23.8,285.5,88,2.7,995,Gaming,6725
U05532,46,Male,Bangalore,Android,3.9,3.5,57.5,35,1.8,1700,Gaming,9513
U05535,46,Other,Delhi,Android,1.7,44.9,104.5,111,0.1,1156,Gaming,6204
U05538,21,Other,Delhi,Android,9.5,19.1,109.8,128,1.3,621,Gaming,4146
U05544,36,Other,Mumbai,iOS,7.1,8.1,65.5,168,3.8,393,Gaming,8212
U05549,22,Female,Pune,Android,2.3,18.6,274.9,198,4.9,1135,Gaming,8278
U05550,47,Female,Chennai,Android,1.8,7.9,247.1,117,3.8,513,Gaming,3200
U05555,15,Other,Ahmedabad,Android,6.7,8.5,93.4,166,3.8,699,Gaming,1162
U05557,39,Other,Pune,Android,8.0,15.8,62.8,98,4.0,1970,Gaming,9706
U05560,18,Female,Hyderabad,iOS,5.4,31.1,16.3,191,4.3,707,Gaming,5306
U05566,31,Male,Ahmedabad,Android,4.5,35.3,287.6,124,1.7,1838,Gaming,7009
U05568,22,Male,Hyderabad,Android,5.3,26.1,162.6,118,1.7,1762,Gaming,4608
U05575,18,Other,Ahmedabad,iOS,2.0,20.5,26.5,187,2.6,1567,Gaming,2383
U05577,54,Male,Chennai,iOS,3.5,32.5,147.2,50,3.1,1787,Gaming,4043
U05580,52,Female,Mumbai,Android,11.1,16.6,21.3,133,0.2,417,Gaming,722
U05586,42,Male,Chennai,iOS,6.5,33.3,150.4,80,3.8,1526,Gaming,2731
U05592,54,Female,Lucknow,iOS,5.0,7.8,47.4,16,1.4,484,Gaming,9427
U05596,48,Male,Kolkata,iOS,11.8,42.5,282.5,126,3.2,770,Gaming,1220
U05602,22,Male,Hyderabad,iOS,10.6,31.6,115.3,190,4.1,1996,Gaming,3434
U05605,48,Female,Kolkata,Android,10.7,41.8,287.1,136,2.9,1920,Gaming,4251
U05606,24,Other,Lucknow,Android,1.2,23.9,95.4,106,4.6,528,Gaming,10351
U05607,23,Male,Hyderabad,Android,4.1,19.4,231.0,48,4.4,1406,Gaming,9395
U05620,15,Other,Kolkata,iOS,10.8,39.6,70.6,141,3.6,577,Gaming,8246
U05626,53,Female,Bangalore,Android,3.7,47.0,117.4,152,4.2,998,Gaming,8826
U05640,53,Male,Pune,Android,3.4,5.7,250.4,152,1.8,376,Gaming,5306
U05648,35,Female,Delhi,Android,10.8,1.9,84.5,103,1.2,714,Gaming,10468
U05651,30,Male,Hyderabad,Android,1.6,44.3,43.8,144,4.3,534,Gaming,2472
U05655,28,Female,Lucknow,Android,2.9,22.7,69.6,198,0.1,415,Gaming,4959
U05666,21,Male,Ahmedabad,iOS,1.4,25.0,13.9,185,1.5,1332,Gaming,8793
U05674,37,Male,Chennai,Android,9.1,37.0,43.2,11,3.7,1063,Gaming,3383
U05678,40,Female,Kolkata,Android,7.8,43.8,113.9,145,3.2,944,Gaming,4470
U05680,54,Other,Delhi,Android,6.3,44.4,50.0,92,2.3,146,Gaming,6705
U05682,17,Male,Jaipur,iOS,9.3,31.1,32.1,144,4.6,1168,Gaming,3129
U05687,26,Male,Bangalore,iOS,10.4,17.8,32.4,27,2.3,1716,Gaming,7265
U05688,54,Male,Bangalore,iOS,6.5,27.9,193.8,182,1.8,1840,Gaming,10258
U05690,32,Other,Jaipur,iOS,4.8,33.8,97.6,14,3.2,515,Gaming,9671
U05699,24,Other,Jaipur,Android,7.5,44.4,197.1,103,1.8,1046,Gaming,5787
