Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Cluster,Total expenditure,Cluster Name,Actionable Insight
55,Other,Hyderabad,Apple,iOS,6.7,49.7,261.7,149,4.2,8348,2.0,2.4,1581,Education,2,9929,Young High Spender,Upsell premium services
52,Male,Jaipur,Vivo,Android,11.9,14.6,70.4,164,4.4,7198,7.6,3.6,1382,Work,2,8580,Young High Spender,Upsell premium services
15,Male,Jaipur,Nokia,Android,2.5,6.8,269.9,183,4.2,7777,6.1,0.8,1628,Social Media,2,9405,Young High Spender,Upsell premium services
19,Other,Ahmedabad,Oppo,Android,8.4,35.5,167.9,83,5.5,7569,2.1,3.1,589,Gaming,2,8158,Young High Spender,Upsell premium services
56,Other,Chennai,Motorola,iOS,6.8,29.2,219.5,82,4.8,8703,1.4,3.7,1294,Education,2,9997,Young High Spender,Upsell premium services
36,Female,Bangalore,Oppo,iOS,3.7,31.6,82.5,14,5.7,5004,5.7,0.9,1131,Entertainment,2,6135,Young High Spender,Upsell premium services
40,Female,Delhi,Apple,Android,1.6,36.0,49.9,139,5.7,3900,1.4,0.9,550,Social Media,2,4450,Young High Spender,Upsell premium services
15,Male,Kolkata,Realme,iOS,8.6,30.9,72.4,135,3.5,9039,1.2,4.9,609,Education,2,9648,Young High Spender,Upsell premium services
51,Female,Hyderabad,Realme,Android,9.8,11.1,89.7,158,5.0,8860,0.7,1.0,448,Gaming,2,9308,Young High Spender,Upsell premium services
20,Other,Bangalore,Motorola,iOS,5.1,14.7,67.2,111,4.7,8779,2.0,2.4,1634,Education,2,10413,Young High Spender,Upsell premium services
43,Female,Ahmedabad,Vivo,iOS,1.0,1.9,253.2,59,5.1,8005,3.7,1.0,822,Work,2,8827,Young High Spender,Upsell premium services
35,Other,Delhi,Google Pixel,Android,9.9,23.5,252.2,88,3.6,7771,5.9,4.3,736,Entertainment,2,8507,Young High Spender,Upsell premium services
36,Other,Ahmedabad,Realme,Android,2.9,29.3,296.7,11,5.0,9377,5.4,0.6,552,Social Media,2,9929,Young High Spender,Upsell premium services
17,Male,Ahmedabad,Xiaomi,iOS,7.2,29.4,79.1,146,3.3,8537,1.0,3.8,506,Entertainment,2,9043,Young High Spender,Upsell premium services
29,Other,Lucknow,Motorola,Android,9.6,9.7,237.8,152,5.9,8169,4.9,2.2,1340,Gaming,2,9509,Young High Spender,Upsell premium services
34,Other,Jaipur,Nokia,iOS,2.1,9.6,137.6,160,4.3,9374,1.4,3.5,636,Gaming,2,10010,Young High Spender,Upsell premium services
42,Other,Kolkata,OnePlus,Android,4.3,13.6,292.5,92,3.8,9020,2.4,2.7,1965,Gaming,2,10985,Young High Spender,Upsell premium services
57,Female,Chennai,Google Pixel,Android,6.6,5.0,225.2,16,5.7,7702,6.8,3.6,1941,Entertainment,2,9643,Young High Spender,Upsell premium services
50,Male,Jaipur,Apple,Android,4.1,11.8,207.8,155,4.4,7478,6.0,3.7,1898,Education,2,9376,Young High Spender,Upsell premium services
38,Other,Jaipur,Vivo,Android,11.9,14.9,120.3,56,5.2,7974,1.8,2.0,619,Education,2,8593,Young High Spender,Upsell premium services
32,Male,Kolkata,Samsung,Android,1.8,3.8,173.4,82,4.9,8600,7.7,0.8,1927,Gaming,2,10527,Young High Spender,Upsell premium services
50,Male,Kolkata,Samsung,Android,6.9,43.1,23.3,170,5.1,9989,8.0,1.9,1019,Work,2,11008,Young High Spender,Upsell premium services
30,Female,Bangalore,Motorola,iOS,4.7,49.6,225.3,79,5.9,5960,2.5,1.7,1422,Education,2,7382,Young High Spender,Upsell premium services
42,Male,Delhi,Apple,iOS,8.6,12.1,52.1,62,4.3,8124,5.6,3.3,1287,Entertainment,2,9411,Young High Spender,Upsell premium services
48,Male,Ahmedabad,Google Pixel,Android,10.7,35.5,9.6,103,3.5,9515,2.2,4.5,1332,Entertainment,2,10847,Young High Spender,Upsell premium services
25,Female,Delhi,Oppo,iOS,4.9,23.4,274.2,83,4.1,7254,3.0,2.8,654,Work,2,7908,Young High Spender,Upsell premium services
41,Other,Ahmedabad,Google Pixel,Android,5.9,18.6,259.9,80,4.5,9081,7.5,2.1,1890,Gaming,2,10971,Young High Spender,Upsell premium services
28,Other,Hyderabad,Motorola,iOS,9.5,31.2,17.4,27,2.9,7587,3.9,4.8,338,Entertainment,2,7925,Young High Spender,Upsell premium services
26,Female,Hyderabad,Nokia,iOS,7.0,38.1,263.2,24,5.7,4876,6.5,1.1,1047,Gaming,2,5923,Young High Spender,Upsell premium services
54,Female,Pune,Motorola,iOS,2.0,49.3,12.8,44,4.4,7408,1.4,2.2,519,Social Media,2,7927,Young High Spender,Upsell premium services
42,Female,Chennai,Google Pixel,Android,1.8,12.3,89.8,37,5.2,9095,7.0,1.9,1445,Education,2,10540,Young High Spender,Upsell premium services
38,Female,Ahmedabad,Oppo,Android,1.8,2.9,118.2,110,4.9,8533,2.8,1.6,1448,Social Media,2,9981,Young High Spender,Upsell premium services
19,Other,Hyderabad,Apple,iOS,5.1,9.6,131.8,174,5.1,5751,4.4,2.7,585,Social Media,2,6336,Young High Spender,Upsell premium services
57,Male,Ahmedabad,OnePlus,iOS,10.0,33.9,70.4,20,4.8,8127,7.5,2.5,1006,Gaming,2,9133,Young High Spender,Upsell premium services
52,Other,Lucknow,Google Pixel,Android,9.8,8.7,140.0,99,5.9,6068,3.4,3.3,1227,Social Media,2,7295,Young High Spender,Upsell premium services
42,Male,Lucknow,Motorola,Android,9.6,26.4,126.6,46,4.9,7471,5.7,2.8,1501,Education,2,8972,Young High Spender,Upsell premium services
40,Other,Chennai,Samsung,iOS,8.3,43.5,107.6,49,4.5,5164,0.9,1.6,255,Gaming,2,5419,Young High Spender,Upsell premium services
39,Other,Delhi,Xiaomi,iOS,10.6,21.5,161.9,199,5.9,4407,2.8,2.9,1951,Work,2,6358,Young High Spender,Upsell premium services
24,Male,Bangalore,Google Pixel,iOS,11.1,9.7,49.8,109,5.9,9964,2.5,3.8,744,Work,2,10708,Young High Spender,Upsell premium services
34,Male,Chennai,Xiaomi,iOS,8.1,41.8,79.6,168,4.8,4139,0.9,4.4,236,Gaming,2,4375,Young High Spender,Upsell premium services
50,Male,Kolkata,Nokia,iOS,3.8,25.4,6.8,144,4.3,5865,3.5,1.8,678,Education,2,6543,Young High Spender,Upsell premium services
43,Female,Lucknow,Motorola,iOS,11.2,32.6,215.9,12,5.7,8543,4.4,4.7,1803,Social Media,2,10346,Young High Spender,Upsell premium services
35,Male,Ahmedabad,Realme,Android,9.2,31.3,95.6,28,4.9,3891,0.7,4.6,421,Entertainment,2,4312,Young High Spender,Upsell premium services
29,Female,Kolkata,Oppo,iOS,2.2,22.1,168.1,179,5.9,5909,5.1,1.3,1958,Work,2,7867,Young High Spender,Upsell premium services
41,Female,Pune,Samsung,iOS,9.1,43.9,76.0,22,4.7,6522,2.0,3.0,1815,Education,2,8337,Young High Spender,Upsell premium services
41,Female,Mumbai,OnePlus,iOS,9.2,8.8,111.6,159,4.4,4868,2.8,0.2,1375,Entertainment,2,6243,Young High Spender,Upsell premium services
17,Other,Jaipur,Nokia,iOS,7.6,4.5,207.3,101,4.4,8847,1.8,3.6,375,Entertainment,2,9222,Young High Spender,Upsell premium services
28,Female,Chennai,Nokia,iOS,8.2,32.7,58.0,131,5.9,9699,1.9,2.5,1996,Education,2,11695,Young High Spender,Upsell premium services
46,Female,Pune,Vivo,Android,2.7,22.6,192.3,80,4.2,5758,6.0,0.8,1110,Social Media,2,6868,Young High Spender,Upsell premium services
56,Female,Lucknow,Apple,iOS,1.6,1.7,95.5,177,4.4,7838,6.3,3.5,1475,Gaming,2,9313,Young High Spender,Upsell premium services
32,Male,Kolkata,Oppo,Android,10.4,46.7,238.2,145,5.7,5379,3.7,4.1,1942,Entertainment,2,7321,Young High Spender,Upsell premium services
20,Female,Chennai,Motorola,iOS,1.0,7.8,269.3,25,5.4,7305,6.3,2.0,1251,Education,2,8556,Young High Spender,Upsell premium services
38,Male,Ahmedabad,Vivo,Android,10.7,2.2,132.0,105,3.8,8952,3.9,2.6,425,Gaming,2,9377,Young High Spender,Upsell premium services
31,Other,Lucknow,OnePlus,Android,3.5,7.2,76.7,84,5.1,5342,6.1,0.7,417,Social Media,2,5759,Young High Spender,Upsell premium services
17,Other,Bangalore,Nokia,iOS,1.1,43.3,148.2,79,4.8,5578,6.1,1.6,1073,Entertainment,2,6651,Young High Spender,Upsell premium services
25,Other,Kolkata,Vivo,Android,3.2,3.0,191.4,80,5.2,4301,6.1,0.7,503,Work,2,4804,Young High Spender,Upsell premium services
20,Other,Bangalore,OnePlus,iOS,9.7,36.3,219.3,176,5.8,4519,2.9,1.4,1752,Gaming,2,6271,Young High Spender,Upsell premium services
56,Female,Mumbai,Apple,iOS,5.4,1.3,259.1,181,5.9,7108,2.1,4.4,552,Gaming,2,7660,Young High Spender,Upsell premium services
19,Other,Pune,Xiaomi,Android,10.8,26.1,249.7,60,4.7,6077,6.7,4.8,1467,Entertainment,2,7544,Young High Spender,Upsell premium services
55,Other,Hyderabad,Apple,iOS,11.8,16.6,254.0,110,5.6,7685,1.7,3.3,1209,Social Media,2,8894,Young High Spender,Upsell premium services
40,Male,Lucknow,Samsung,Android,10.7,21.3,192.0,144,4.0,8960,7.2,4.7,393,Gaming,2,9353,Young High Spender,Upsell premium services
42,Other,Bangalore,Xiaomi,iOS,11.2,38.0,135.0,135,6.0,7358,5.8,1.2,1649,Entertainment,2,9007,Young High Spender,Upsell premium services
45,Male,Chennai,OnePlus,iOS,11.8,40.3,267.6,87,6.0,5682,2.6,0.9,281,Education,2,5963,Young High Spender,Upsell premium services
49,Female,Delhi,Realme,iOS,2.0,28.6,146.3,143,5.4,7358,7.5,2.0,1681,Education,2,9039,Young High Spender,Upsell premium services
30,Female,Chennai,Vivo,iOS,7.6,20.8,171.3,125,4.5,7594,6.3,0.9,1906,Education,2,9500,Young High Spender,Upsell premium services
42,Male,Kolkata,Vivo,Android,8.5,46.8,294.3,165,3.9,7897,4.3,0.3,1137,Work,2,9034,Young High Spender,Upsell premium services
37,Other,Lucknow,Oppo,iOS,6.7,18.3,116.5,25,4.8,6871,7.5,0.8,666,Gaming,2,7537,Young High Spender,Upsell premium services
32,Female,Ahmedabad,Xiaomi,iOS,11.0,37.8,203.4,159,4.3,9819,1.1,3.3,1215,Entertainment,2,11034,Young High Spender,Upsell premium services
45,Female,Chennai,Nokia,Android,6.7,13.7,276.9,24,3.8,7230,7.3,1.1,221,Education,2,7451,Young High Spender,Upsell premium services
41,Male,Bangalore,Motorola,Android,6.9,37.2,207.3,36,3.9,8504,2.7,3.8,1940,Work,2,10444,Young High Spender,Upsell premium services
44,Female,Hyderabad,Samsung,iOS,9.2,47.9,23.9,64,4.3,9711,5.5,1.8,1468,Social Media,2,11179,Young High Spender,Upsell premium services
26,Other,Kolkata,Vivo,iOS,9.9,35.3,180.5,70,5.2,4485,0.6,1.8,765,Gaming,2,5250,Young High Spender,Upsell premium services
44,Other,Kolkata,Nokia,iOS,4.2,4.8,248.6,174,5.7,8296,4.3,1.2,1190,Social Media,2,9486,Young High Spender,Upsell premium services
50,Other,Ahmedabad,Motorola,Android,2.3,13.2,236.2,88,5.7,8245,6.6,2.3,299,Education,2,8544,Young High Spender,Upsell premium services
41,Female,Pune,Samsung,iOS,10.3,48.3,281.6,15,4.9,9642,4.5,0.3,756,Education,2,10398,Young High Spender,Upsell premium services
24,Female,Ahmedabad,Xiaomi,iOS,8.1,48.0,72.0,182,2.9,8038,1.6,4.3,1147,Education,2,9185,Young High Spender,Upsell premium services
26,Other,Pune,Vivo,Android,6.1,45.8,91.3,78,4.6,5832,3.0,4.9,794,Gaming,2,6626,Young High Spender,Upsell premium services
32,Female,Delhi,Samsung,Android,1.9,10.1,254.1,179,3.7,7293,6.7,3.2,1724,Entertainment,2,9017,Young High Spender,Upsell premium services
33,Other,Pune,Apple,iOS,10.2,49.2,60.5,114,3.7,7320,3.2,1.5,1972,Work,2,9292,Young High Spender,Upsell premium services
32,Other,Chennai,Google Pixel,iOS,5.2,5.4,243.5,90,5.3,9715,6.7,3.9,921,Social Media,2,10636,Young High Spender,Upsell premium services
22,Male,Hyderabad,OnePlus,Android,6.2,21.1,156.7,28,4.5,9092,4.0,3.5,961,Social Media,2,10053,Young High Spender,Upsell premium services
33,Male,Jaipur,Nokia,iOS,4.4,11.5,209.1,96,3.3,6884,7.1,4.9,1088,Education,2,7972,Young High Spender,Upsell premium services
50,Female,Jaipur,Google Pixel,iOS,6.6,8.0,202.1,160,3.8,7450,0.8,0.7,136,Entertainment,2,7586,Young High Spender,Upsell premium services
46,Male,Mumbai,OnePlus,iOS,10.6,17.6,210.3,82,3.6,6732,4.5,1.4,1897,Entertainment,2,8629,Young High Spender,Upsell premium services
29,Male,Lucknow,Google Pixel,Android,6.2,25.9,197.2,118,3.9,5452,4.9,3.2,1454,Social Media,2,6906,Young High Spender,Upsell premium services
25,Female,Chennai,Google Pixel,iOS,9.4,43.8,14.5,51,4.1,5019,0.5,3.7,505,Education,2,5524,Young High Spender,Upsell premium services
25,Other,Ahmedabad,Nokia,Android,8.3,16.9,273.5,168,4.6,8863,7.7,2.4,357,Gaming,2,9220,Young High Spender,Upsell premium services
22,Other,Hyderabad,Apple,Android,9.3,23.8,14.7,103,5.0,9391,1.3,0.5,1139,Social Media,2,10530,Young High Spender,Upsell premium services
33,Other,Chennai,Motorola,iOS,1.5,27.2,114.3,53,4.0,4625,7.1,4.8,1076,Gaming,2,5701,Young High Spender,Upsell premium services
57,Male,Pune,Oppo,iOS,3.8,18.3,129.9,55,5.3,7334,3.0,0.9,1793,Work,2,9127,Young High Spender,Upsell premium services
23,Female,Ahmedabad,OnePlus,Android,5.5,4.6,108.1,128,5.1,8590,5.9,1.9,319,Entertainment,2,8909,Young High Spender,Upsell premium services
27,Other,Ahmedabad,Oppo,Android,6.0,32.3,252.2,193,4.2,8424,3.1,3.2,822,Education,2,9246,Young High Spender,Upsell premium services
36,Other,Chennai,OnePlus,iOS,7.3,45.1,171.8,178,3.4,7863,3.1,2.4,1505,Work,2,9368,Young High Spender,Upsell premium services
42,Male,Lucknow,Motorola,iOS,6.6,4.8,128.6,70,4.7,9186,5.9,2.7,1749,Gaming,2,10935,Young High Spender,Upsell premium services
36,Female,Lucknow,OnePlus,iOS,4.3,15.0,67.1,161,4.5,5303,5.2,0.5,1337,Social Media,2,6640,Young High Spender,Upsell premium services
16,Female,Ahmedabad,Oppo,iOS,8.1,42.3,50.7,65,5.8,8622,3.0,0.6,1463,Entertainment,2,10085,Young High Spender,Upsell premium services
55,Female,Jaipur,Samsung,iOS,9.9,11.6,203.1,200,5.9,6985,5.6,0.9,697,Education,2,7682,Young High Spender,Upsell premium services
31,Other,Hyderabad,Vivo,iOS,6.2,29.4,93.3,190,4.1,7131,3.5,1.7,900,Entertainment,2,8031,Young High Spender,Upsell premium services
58,Male,Pune,Apple,iOS,8.3,16.0,284.7,76,5.6,6613,6.2,3.3,973,Education,2,7586,Young High Spender,Upsell premium services
24,Male,Bangalore,Realme,iOS,3.5,14.6,90.8,111,3.0,9367,4.8,0.9,1481,Work,2,10848,Young High Spender,Upsell premium services
23,Other,Bangalore,Xiaomi,Android,11.9,29.3,227.9,186,3.7,9531,4.7,2.3,933,Gaming,2,10464,Young High Spender,Upsell premium services
18,Female,Jaipur,OnePlus,iOS,10.8,23.2,244.5,17,4.9,7930,0.9,1.3,1255,Education,2,9185,Young High Spender,Upsell premium services
32,Other,Ahmedabad,Samsung,Android,6.9,7.0,12.0,165,3.4,7976,3.9,0.8,823,Work,2,8799,Young High Spender,Upsell premium services
33,Other,Mumbai,Nokia,Android,11.9,19.1,153.1,187,3.8,5120,2.8,4.3,996,Entertainment,2,6116,Young High Spender,Upsell premium services
32,Other,Pune,Nokia,Android,2.1,34.8,55.6,38,4.4,5991,3.5,3.4,470,Education,2,6461,Young High Spender,Upsell premium services
41,Male,Kolkata,OnePlus,Android,9.8,35.7,66.6,36,3.6,7571,5.3,4.7,242,Gaming,2,7813,Young High Spender,Upsell premium services
46,Other,Ahmedabad,Realme,Android,7.4,39.7,161.7,24,5.8,4762,7.0,4.4,864,Entertainment,2,5626,Young High Spender,Upsell premium services
33,Other,Ahmedabad,Google Pixel,Android,4.4,33.6,211.7,19,3.8,6358,1.9,3.2,1268,Education,2,7626,Young High Spender,Upsell premium services
48,Other,Pune,Xiaomi,Android,10.3,21.6,29.2,35,5.1,8864,5.1,1.9,1886,Work,2,10750,Young High Spender,Upsell premium services
48,Female,Lucknow,OnePlus,iOS,10.2,7.3,119.4,84,5.5,5255,2.1,4.0,1164,Work,2,6419,Young High Spender,Upsell premium services
40,Male,Chennai,Vivo,Android,6.3,47.5,69.9,178,3.5,6928,5.5,2.2,1952,Entertainment,2,8880,Young High Spender,Upsell premium services
31,Female,Lucknow,Apple,Android,7.7,33.9,102.5,15,3.5,7288,6.9,0.1,613,Social Media,2,7901,Young High Spender,Upsell premium services
33,Male,Ahmedabad,Oppo,Android,10.5,34.6,184.9,191,3.6,9620,3.8,0.2,423,Social Media,2,10043,Young High Spender,Upsell premium services
29,Female,Hyderabad,Oppo,Android,6.4,42.5,71.9,178,3.5,6833,5.3,0.7,815,Education,2,7648,Young High Spender,Upsell premium services
50,Other,Pune,OnePlus,iOS,6.3,15.8,87.2,188,4.5,6562,5.8,4.9,1611,Education,2,8173,Young High Spender,Upsell premium services
22,Other,Lucknow,Xiaomi,iOS,8.4,14.9,99.9,188,2.8,8430,4.7,3.9,1183,Entertainment,2,9613,Young High Spender,Upsell premium services
46,Other,Delhi,Vivo,iOS,5.0,17.3,71.7,156,5.0,9828,3.5,0.7,340,Gaming,2,10168,Young High Spender,Upsell premium services
35,Male,Kolkata,Oppo,iOS,11.5,19.1,168.5,176,5.8,5187,1.9,3.7,155,Work,2,5342,Young High Spender,Upsell premium services
35,Male,Lucknow,Nokia,Android,7.1,4.0,161.8,140,4.3,7444,3.8,1.3,1330,Gaming,2,8774,Young High Spender,Upsell premium services
33,Female,Kolkata,Motorola,iOS,6.8,21.7,293.8,110,4.3,7122,4.0,4.5,160,Gaming,2,7282,Young High Spender,Upsell premium services
38,Other,Pune,OnePlus,Android,8.5,28.9,80.7,114,4.7,8044,3.4,1.2,1357,Education,2,9401,Young High Spender,Upsell premium services
34,Female,Bangalore,OnePlus,iOS,4.1,42.7,256.0,39,5.0,8258,2.8,1.3,817,Entertainment,2,9075,Young High Spender,Upsell premium services
18,Other,Chennai,Xiaomi,Android,4.6,18.1,87.7,87,3.4,7687,5.8,2.8,1487,Work,2,9174,Young High Spender,Upsell premium services
28,Other,Chennai,Oppo,Android,2.4,23.4,231.9,95,5.1,6786,3.5,3.4,1962,Social Media,2,8748,Young High Spender,Upsell premium services
48,Other,Pune,Nokia,Android,6.8,32.3,166.5,56,4.2,7577,3.9,0.2,1231,Gaming,2,8808,Young High Spender,Upsell premium services
25,Female,Kolkata,OnePlus,iOS,2.7,22.5,166.0,191,5.4,7481,5.7,4.2,613,Education,2,8094,Young High Spender,Upsell premium services
20,Male,Bangalore,Apple,Android,9.3,8.2,180.8,199,5.7,8358,1.8,4.3,1267,Work,2,9625,Young High Spender,Upsell premium services
20,Other,Pune,OnePlus,Android,7.6,20.0,47.7,68,4.2,9416,5.8,3.4,1549,Entertainment,2,10965,Young High Spender,Upsell premium services
24,Male,Kolkata,Oppo,Android,6.1,24.4,205.6,83,5.6,9422,3.8,1.9,714,Work,2,10136,Young High Spender,Upsell premium services
39,Female,Bangalore,Google Pixel,iOS,3.1,28.7,66.7,89,5.3,6030,4.0,1.4,1676,Work,2,7706,Young High Spender,Upsell premium services
46,Other,Bangalore,Realme,Android,7.3,41.6,282.3,200,5.8,8260,4.6,0.3,1754,Education,2,10014,Young High Spender,Upsell premium services
49,Female,Ahmedabad,Xiaomi,Android,6.4,22.3,173.6,46,4.6,8461,0.9,1.5,822,Social Media,2,9283,Young High Spender,Upsell premium services
24,Other,Lucknow,Xiaomi,iOS,6.1,14.9,230.5,61,5.6,5498,1.2,1.4,1536,Education,2,7034,Young High Spender,Upsell premium services
30,Male,Jaipur,Xiaomi,iOS,9.8,44.4,124.7,161,3.8,8225,4.4,2.7,757,Education,2,8982,Young High Spender,Upsell premium services
41,Female,Jaipur,Motorola,Android,4.2,25.7,269.9,176,4.4,7024,4.9,1.9,850,Gaming,2,7874,Young High Spender,Upsell premium services
19,Other,Ahmedabad,Samsung,iOS,4.8,41.5,59.9,91,4.2,8459,1.3,0.7,398,Work,2,8857,Young High Spender,Upsell premium services
47,Other,Hyderabad,Nokia,iOS,4.4,6.9,121.3,94,5.9,9795,7.6,0.4,883,Work,2,10678,Young High Spender,Upsell premium services
26,Male,Bangalore,Nokia,Android,4.1,39.6,178.8,106,4.0,8366,7.8,2.7,261,Gaming,2,8627,Young High Spender,Upsell premium services
19,Male,Bangalore,Google Pixel,iOS,9.1,2.0,121.3,186,2.8,7620,4.7,3.7,1910,Gaming,2,9530,Young High Spender,Upsell premium services
36,Female,Mumbai,Google Pixel,iOS,11.3,26.3,188.3,156,4.7,5401,4.7,2.5,207,Work,2,5608,Young High Spender,Upsell premium services
19,Male,Delhi,Samsung,Android,8.1,4.6,172.1,50,3.4,8014,4.0,3.7,561,Gaming,2,8575,Young High Spender,Upsell premium services
24,Other,Lucknow,Apple,Android,7.3,1.2,67.7,86,4.9,8177,8.0,2.1,1408,Gaming,2,9585,Young High Spender,Upsell premium services
28,Male,Bangalore,Samsung,iOS,3.3,21.0,185.4,150,5.4,8820,4.9,4.3,1425,Work,2,10245,Young High Spender,Upsell premium services
27,Other,Chennai,Oppo,Android,10.4,12.3,19.8,20,5.3,3416,2.4,2.9,254,Entertainment,2,3670,Young High Spender,Upsell premium services
39,Other,Kolkata,Google Pixel,Android,7.3,22.5,95.0,104,3.7,7971,5.2,2.0,1224,Education,2,9195,Young High Spender,Upsell premium services
54,Other,Hyderabad,OnePlus,iOS,2.2,17.0,45.1,134,5.6,6142,4.2,0.7,1028,Work,2,7170,Young High Spender,Upsell premium services
55,Male,Lucknow,Google Pixel,Android,6.6,3.9,87.2,39,5.7,7865,5.6,4.0,1345,Education,2,9210,Young High Spender,Upsell premium services
40,Other,Lucknow,Google Pixel,Android,8.0,7.6,44.7,194,4.8,4996,5.7,1.0,1098,Education,2,6094,Young High Spender,Upsell premium services
26,Female,Chennai,Oppo,iOS,8.6,19.1,194.2,17,5.2,4776,2.4,4.9,704,Entertainment,2,5480,Young High Spender,Upsell premium services
29,Other,Kolkata,Apple,iOS,4.3,31.7,176.0,11,4.9,9781,7.7,1.7,1112,Education,2,10893,Young High Spender,Upsell premium services
45,Male,Mumbai,Samsung,Android,6.8,15.1,122.1,47,4.8,5158,2.4,3.6,1907,Social Media,2,7065,Young High Spender,Upsell premium services
33,Female,Chennai,Xiaomi,Android,6.0,5.9,141.3,56,5.8,9831,4.5,3.9,1787,Social Media,2,11618,Young High Spender,Upsell premium services
24,Female,Pune,Google Pixel,iOS,6.0,27.4,100.3,182,5.5,5566,1.7,0.7,349,Work,2,5915,Young High Spender,Upsell premium services
52,Other,Lucknow,Realme,Android,8.8,15.6,206.7,164,3.9,8460,4.7,1.9,798,Social Media,2,9258,Young High Spender,Upsell premium services
24,Male,Bangalore,Samsung,Android,8.1,21.2,102.0,188,5.0,6756,2.3,4.3,883,Entertainment,2,7639,Young High Spender,Upsell premium services
16,Female,Chennai,Google Pixel,Android,9.6,36.4,226.7,169,5.8,4807,6.7,3.6,1087,Education,2,5894,Young High Spender,Upsell premium services
54,Other,Jaipur,Motorola,iOS,2.9,19.6,204.6,68,5.9,7084,7.1,2.8,1473,Social Media,2,8557,Young High Spender,Upsell premium services
36,Other,Hyderabad,Apple,iOS,7.7,45.5,73.5,53,4.0,9723,1.2,0.7,1882,Entertainment,2,11605,Young High Spender,Upsell premium services
29,Other,Hyderabad,OnePlus,Android,2.0,33.8,16.5,179,3.9,7499,2.7,0.7,433,Entertainment,2,7932,Young High Spender,Upsell premium services
24,Other,Kolkata,OnePlus,iOS,5.4,24.7,66.0,198,3.6,7672,2.3,0.5,1664,Education,2,9336,Young High Spender,Upsell premium services
40,Female,Mumbai,Google Pixel,iOS,3.4,29.0,37.6,161,4.9,8584,7.9,1.3,559,Gaming,2,9143,Young High Spender,Upsell premium services
24,Male,Delhi,Vivo,Android,8.2,21.6,285.4,96,5.2,5627,7.5,4.2,497,Gaming,2,6124,Young High Spender,Upsell premium services
20,Other,Lucknow,Realme,iOS,3.4,46.8,177.2,34,5.3,5648,6.3,4.6,284,Entertainment,2,5932,Young High Spender,Upsell premium services
20,Male,Bangalore,Nokia,iOS,8.0,34.3,164.8,84,5.5,8012,5.8,0.8,405,Entertainment,2,8417,Young High Spender,Upsell premium services
20,Other,Jaipur,Realme,Android,11.1,16.9,181.0,195,5.5,5099,5.9,3.5,2000,Social Media,2,7099,Young High Spender,Upsell premium services
36,Male,Lucknow,Vivo,Android,8.0,48.5,62.5,114,5.6,5109,3.9,4.6,1258,Gaming,2,6367,Young High Spender,Upsell premium services
50,Other,Kolkata,Nokia,Android,4.6,10.1,164.9,166,5.3,8666,2.2,1.2,119,Work,2,8785,Young High Spender,Upsell premium services
43,Male,Pune,OnePlus,iOS,11.8,9.6,60.0,151,4.4,6260,1.6,2.8,461,Gaming,2,6721,Young High Spender,Upsell premium services
35,Male,Ahmedabad,Xiaomi,Android,5.7,19.0,111.5,55,5.6,6765,4.3,3.0,344,Social Media,2,7109,Young High Spender,Upsell premium services
24,Other,Kolkata,Motorola,Android,3.0,37.4,136.0,36,4.7,9775,1.0,3.1,1560,Work,2,11335,Young High Spender,Upsell premium services
39,Male,Hyderabad,OnePlus,Android,11.2,43.6,96.6,153,5.3,9938,7.6,3.6,1539,Gaming,2,11477,Young High Spender,Upsell premium services
28,Male,Ahmedabad,Xiaomi,iOS,8.6,2.8,53.6,50,4.3,4940,7.6,0.8,132,Work,2,5072,Young High Spender,Upsell premium services
28,Female,Jaipur,OnePlus,Android,3.6,11.1,91.5,72,5.3,4864,1.7,0.8,1976,Social Media,2,6840,Young High Spender,Upsell premium services
42,Male,Pune,Oppo,Android,3.2,26.5,239.5,200,4.9,5931,1.9,2.6,1379,Social Media,2,7310,Young High Spender,Upsell premium services
58,Female,Pune,Nokia,iOS,8.6,29.0,287.0,175,5.4,7248,5.8,1.3,1098,Work,2,8346,Young High Spender,Upsell premium services
16,Male,Jaipur,Nokia,iOS,10.7,48.7,289.8,18,5.0,6870,1.3,3.6,1676,Entertainment,2,8546,Young High Spender,Upsell premium services
52,Male,Mumbai,Motorola,Android,3.6,4.5,101.6,50,4.0,9296,4.5,4.2,233,Entertainment,2,9529,Young High Spender,Upsell premium services
59,Other,Chennai,OnePlus,iOS,5.0,10.7,102.7,192,5.7,9931,3.8,1.9,1261,Entertainment,2,11192,Young High Spender,Upsell premium services
36,Female,Jaipur,Motorola,iOS,2.0,41.7,57.8,96,5.8,8256,3.3,0.1,1228,Gaming,2,9484,Young High Spender,Upsell premium services
53,Male,Ahmedabad,Samsung,Android,2.8,40.1,91.7,92,5.2,9435,4.9,0.6,1093,Gaming,2,10528,Young High Spender,Upsell premium services
28,Other,Pune,OnePlus,iOS,1.8,21.0,143.6,189,5.0,8743,7.6,3.2,1404,Social Media,2,10147,Young High Spender,Upsell premium services
29,Male,Lucknow,Samsung,iOS,11.3,41.6,62.2,79,3.7,5408,0.6,4.7,1231,Education,2,6639,Young High Spender,Upsell premium services
