Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Cluster,Total expenditure,Cluster Name,Actionable Insight
22,Other,Bangalore,Vivo,Android,1.4,16.8,74.1,160,1.3,4550,4.3,4.1,1730,Work,3,6280,Young Low Spender,Retention / low spend segment
23,Male,Jaipur,Vivo,iOS,5.2,7.9,142.8,139,1.7,5604,7.7,1.7,1384,Entertainment,3,6988,Young Low Spender,Retention / low spend segment
15,Other,Mumbai,Google Pixel,iOS,4.5,20.8,153.6,12,2.9,1359,5.6,1.7,1881,Entertainment,3,3240,Young Low Spender,Retention / low spend segment
29,Other,Lucknow,Apple,iOS,7.5,27.3,201.0,187,1.4,3767,5.6,4.1,429,Social Media,3,4196,Young Low Spender,Retention / low spend segment
27,Other,Lucknow,Realme,Android,4.7,16.9,264.9,37,4.7,1987,7.6,3.4,514,Social Media,3,2501,Young Low Spender,Retention / low spend segment
36,Other,Ahmedabad,Vivo,iOS,4.3,32.8,206.0,61,2.9,258,3.1,3.5,1310,Entertainment,3,1568,Young Low Spender,Retention / low spend segment
27,Other,Chennai,Vivo,iOS,7.0,27.6,124.3,28,3.1,2961,1.2,3.6,1296,Gaming,3,4257,Young Low Spender,Retention / low spend segment
15,Other,Jaipur,Realme,iOS,10.4,2.4,279.0,176,4.6,1578,6.2,2.6,1980,Social Media,3,3558,Young Low Spender,Retention / low spend segment
33,Male,Pune,OnePlus,Android,10.6,14.0,249.2,32,1.6,257,4.6,2.9,1546,Work,3,1803,Young Low Spender,Retention / low spend segment
24,Male,Jaipur,Xiaomi,iOS,1.1,48.9,233.5,56,5.2,4379,3.9,2.8,682,Social Media,3,5061,Young Low Spender,Retention / low spend segment
33,Male,Jaipur,Oppo,Android,2.4,38.8,252.5,47,3.8,2099,3.6,3.2,1754,Social Media,3,3853,Young Low Spender,Retention / low spend segment
19,Male,Delhi,Apple,Android,11.5,3.2,109.7,121,3.0,6953,5.4,3.1,326,Entertainment,3,7279,Young Low Spender,Retention / low spend segment
26,Male,Lucknow,Google Pixel,Android,3.9,15.5,156.4,10,0.5,4270,2.9,2.4,244,Entertainment,3,4514,Young Low Spender,Retention / low spend segment
19,Female,Pune,Oppo,iOS,8.8,27.3,251.6,142,2.3,4725,6.7,1.7,789,Entertainment,3,5514,Young Low Spender,Retention / low spend segment
23,Female,Chennai,Apple,iOS,6.4,44.1,231.8,137,0.6,2758,7.6,2.9,148,Social Media,3,2906,Young Low Spender,Retention / low spend segment
26,Female,Jaipur,Oppo,Android,8.9,13.9,111.7,112,4.6,2333,1.6,4.1,653,Social Media,3,2986,Young Low Spender,Retention / low spend segment
25,Other,Delhi,Motorola,Android,7.4,34.6,208.4,123,3.5,1826,4.0,1.0,1677,Work,3,3503,Young Low Spender,Retention / low spend segment
28,Male,Mumbai,Xiaomi,Android,7.2,8.3,246.0,33,1.3,1859,2.4,0.1,1372,Education,3,3231,Young Low Spender,Retention / low spend segment
19,Female,Mumbai,Xiaomi,iOS,9.2,24.3,264.4,154,2.1,1310,3.6,1.6,292,Social Media,3,1602,Young Low Spender,Retention / low spend segment
17,Female,Pune,Realme,iOS,10.5,31.8,18.5,54,2.7,3153,1.7,4.0,477,Work,3,3630,Young Low Spender,Retention / low spend segment
30,Female,Delhi,Motorola,Android,7.5,49.8,215.9,161,1.3,1926,1.3,0.1,1796,Gaming,3,3722,Young Low Spender,Retention / low spend segment
35,Female,Pune,Xiaomi,iOS,10.2,48.8,95.1,183,2.8,2930,4.5,1.8,1635,Work,3,4565,Young Low Spender,Retention / low spend segment
23,Male,Jaipur,Google Pixel,iOS,1.9,37.0,206.6,192,4.3,3113,4.6,3.9,1386,Education,3,4499,Young Low Spender,Retention / low spend segment
29,Female,Kolkata,Realme,Android,3.8,40.1,184.4,125,5.2,3589,3.4,4.6,115,Gaming,3,3704,Young Low Spender,Retention / low spend segment
22,Male,Bangalore,Google Pixel,iOS,7.8,14.3,261.8,21,3.6,5547,1.2,0.6,286,Gaming,3,5833,Young Low Spender,Retention / low spend segment
20,Male,Kolkata,OnePlus,Android,1.2,23.0,99.9,26,3.2,3735,5.8,3.4,612,Entertainment,3,4347,Young Low Spender,Retention / low spend segment
37,Female,Hyderabad,Realme,Android,5.6,28.4,178.8,63,1.4,2206,4.8,4.6,828,Entertainment,3,3034,Young Low Spender,Retention / low spend segment
31,Male,Delhi,Google Pixel,Android,5.1,7.1,188.7,17,5.5,2782,2.1,2.7,1252,Gaming,3,4034,Young Low Spender,Retention / low spend segment
30,Male,Kolkata,Xiaomi,iOS,1.3,18.2,294.9,124,2.9,4434,3.3,4.9,167,Education,3,4601,Young Low Spender,Retention / low spend segment
30,Female,Ahmedabad,Realme,iOS,2.1,4.1,228.4,111,4.3,1520,2.7,0.5,760,Entertainment,3,2280,Young Low Spender,Retention / low spend segment
19,Male,Jaipur,OnePlus,Android,2.7,30.8,89.4,116,3.2,1737,5.5,3.9,1403,Entertainment,3,3140,Young Low Spender,Retention / low spend segment
37,Male,Mumbai,Motorola,Android,1.9,38.7,112.7,122,1.8,1466,4.8,2.5,1420,Social Media,3,2886,Young Low Spender,Retention / low spend segment
26,Female,Lucknow,Xiaomi,iOS,6.6,42.7,81.8,45,2.7,1456,4.9,4.9,1471,Social Media,3,2927,Young Low Spender,Retention / low spend segment
24,Other,Delhi,Oppo,iOS,7.6,49.3,108.7,34,5.2,1668,3.8,2.4,247,Entertainment,3,1915,Young Low Spender,Retention / low spend segment
15,Male,Lucknow,Xiaomi,iOS,5.1,12.2,40.4,168,1.8,7135,1.7,2.6,1895,Entertainment,3,9030,Young Low Spender,Retention / low spend segment
22,Other,Jaipur,Vivo,iOS,10.8,40.8,145.1,142,0.9,3923,1.3,2.2,423,Gaming,3,4346,Young Low Spender,Retention / low spend segment
24,Female,Mumbai,Apple,Android,9.9,9.4,210.4,147,3.3,5133,4.4,4.6,141,Entertainment,3,5274,Young Low Spender,Retention / low spend segment
33,Male,Bangalore,Google Pixel,iOS,11.5,13.8,19.6,155,3.6,1009,2.3,4.3,1957,Entertainment,3,2966,Young Low Spender,Retention / low spend segment
33,Female,Chennai,Nokia,iOS,7.4,32.6,54.5,21,2.5,3876,3.7,1.5,1480,Work,3,5356,Young Low Spender,Retention / low spend segment
15,Female,Delhi,Motorola,Android,6.1,33.2,153.3,19,1.2,6067,3.9,3.5,720,Social Media,3,6787,Young Low Spender,Retention / low spend segment
20,Male,Kolkata,Nokia,Android,6.0,21.1,221.9,27,5.1,1792,3.8,4.1,1566,Work,3,3358,Young Low Spender,Retention / low spend segment
17,Other,Delhi,OnePlus,iOS,3.2,17.2,263.1,128,1.4,1648,4.9,3.1,1668,Education,3,3316,Young Low Spender,Retention / low spend segment
19,Female,Hyderabad,Apple,Android,9.2,28.6,203.4,144,2.7,2672,7.3,0.0,511,Social Media,3,3183,Young Low Spender,Retention / low spend segment
15,Other,Jaipur,Nokia,iOS,1.3,3.1,282.8,127,1.0,5971,1.0,4.4,933,Work,3,6904,Young Low Spender,Retention / low spend segment
30,Male,Hyderabad,Motorola,iOS,4.9,47.7,125.3,147,0.9,1635,2.1,0.4,638,Education,3,2273,Young Low Spender,Retention / low spend segment
16,Male,Chennai,Oppo,iOS,4.7,1.4,237.3,100,1.9,1107,1.2,4.6,1351,Social Media,3,2458,Young Low Spender,Retention / low spend segment
16,Male,Bangalore,Vivo,Android,5.2,15.4,244.5,126,5.0,4230,7.0,1.0,880,Social Media,3,5110,Young Low Spender,Retention / low spend segment
30,Female,Bangalore,OnePlus,iOS,11.3,2.0,271.2,19,2.6,1859,0.8,0.4,215,Social Media,3,2074,Young Low Spender,Retention / low spend segment
25,Female,Chennai,OnePlus,Android,1.2,10.2,229.3,45,3.2,5828,6.3,2.1,1635,Work,3,7463,Young Low Spender,Retention / low spend segment
25,Female,Pune,Apple,Android,8.5,5.0,22.2,70,2.3,3197,6.4,0.7,124,Social Media,3,3321,Young Low Spender,Retention / low spend segment
34,Other,Kolkata,Motorola,iOS,11.5,24.1,248.6,95,4.9,2181,7.6,0.9,1971,Work,3,4152,Young Low Spender,Retention / low spend segment
23,Male,Bangalore,OnePlus,Android,4.4,35.8,291.4,59,2.7,6980,8.0,1.4,182,Education,3,7162,Young Low Spender,Retention / low spend segment
18,Female,Lucknow,Realme,iOS,9.8,16.6,284.9,86,5.5,986,6.9,2.9,1593,Education,3,2579,Young Low Spender,Retention / low spend segment
22,Male,Delhi,Vivo,iOS,8.8,29.1,278.3,24,2.6,2683,4.2,3.7,1109,Education,3,3792,Young Low Spender,Retention / low spend segment
32,Female,Jaipur,Vivo,iOS,9.3,20.6,32.5,12,4.5,3312,2.4,4.0,427,Education,3,3739,Young Low Spender,Retention / low spend segment
29,Male,Lucknow,Motorola,iOS,9.5,31.8,268.7,174,4.8,2800,5.7,2.8,1116,Social Media,3,3916,Young Low Spender,Retention / low spend segment
40,Other,Delhi,Nokia,Android,1.2,22.7,241.1,40,1.2,838,2.0,0.9,873,Work,3,1711,Young Low Spender,Retention / low spend segment
26,Other,Pune,Apple,Android,7.7,13.7,64.1,185,2.8,1134,3.6,3.0,740,Gaming,3,1874,Young Low Spender,Retention / low spend segment
24,Other,Chennai,Vivo,Android,10.5,35.6,151.4,171,1.0,2501,3.9,4.4,700,Social Media,3,3201,Young Low Spender,Retention / low spend segment
18,Other,Bangalore,Google Pixel,iOS,1.3,5.7,162.0,182,3.4,6179,2.9,2.6,520,Gaming,3,6699,Young Low Spender,Retention / low spend segment
17,Male,Lucknow,Apple,Android,9.3,5.4,55.0,10,0.6,4750,6.7,2.2,1927,Entertainment,3,6677,Young Low Spender,Retention / low spend segment
22,Female,Kolkata,Nokia,iOS,5.9,30.2,239.4,127,3.7,535,4.3,2.8,1656,Entertainment,3,2191,Young Low Spender,Retention / low spend segment
20,Other,Pune,Samsung,Android,3.6,15.9,67.1,24,4.6,1380,7.3,1.8,1215,Entertainment,3,2595,Young Low Spender,Retention / low spend segment
15,Female,Jaipur,Samsung,Android,11.8,18.3,126.8,107,2.4,2837,3.1,0.6,428,Work,3,3265,Young Low Spender,Retention / low spend segment
28,Other,Jaipur,Google Pixel,Android,8.4,1.2,275.9,49,1.4,1455,7.6,2.3,1900,Education,3,3355,Young Low Spender,Retention / low spend segment
31,Other,Delhi,Xiaomi,iOS,6.7,31.1,39.0,52,3.7,393,7.9,1.5,1421,Gaming,3,1814,Young Low Spender,Retention / low spend segment
20,Other,Bangalore,OnePlus,Android,10.5,18.1,270.3,51,2.0,3450,6.0,2.3,1508,Work,3,4958,Young Low Spender,Retention / low spend segment
18,Female,Pune,Vivo,Android,10.1,31.6,178.3,59,4.1,4417,5.4,1.6,1860,Gaming,3,6277,Young Low Spender,Retention / low spend segment
15,Female,Chennai,OnePlus,iOS,10.5,20.6,260.1,187,3.1,6744,1.0,3.7,316,Social Media,3,7060,Young Low Spender,Retention / low spend segment
22,Female,Pune,Nokia,iOS,1.2,18.7,94.2,77,6.0,2371,3.7,0.9,558,Gaming,3,2929,Young Low Spender,Retention / low spend segment
29,Female,Lucknow,Motorola,Android,8.3,10.9,287.7,38,5.8,3373,4.9,4.6,1684,Gaming,3,5057,Young Low Spender,Retention / low spend segment
30,Male,Bangalore,Google Pixel,Android,10.9,16.2,286.6,65,2.3,617,1.6,3.6,1261,Social Media,3,1878,Young Low Spender,Retention / low spend segment
36,Male,Mumbai,Apple,Android,6.4,29.5,122.8,143,3.7,3386,5.5,1.5,530,Social Media,3,3916,Young Low Spender,Retention / low spend segment
25,Female,Ahmedabad,Google Pixel,iOS,8.2,15.4,150.3,156,3.7,2201,2.7,2.8,718,Work,3,2919,Young Low Spender,Retention / low spend segment
38,Other,Delhi,Nokia,Android,1.4,6.3,284.0,73,3.5,2498,5.8,1.6,946,Social Media,3,3444,Young Low Spender,Retention / low spend segment
15,Female,Delhi,Realme,iOS,8.3,24.6,104.4,121,4.4,2412,3.7,0.0,109,Work,3,2521,Young Low Spender,Retention / low spend segment
33,Female,Chennai,Apple,iOS,2.9,41.4,128.9,129,4.7,1641,1.0,2.2,1851,Social Media,3,3492,Young Low Spender,Retention / low spend segment
29,Male,Jaipur,Vivo,iOS,3.6,9.0,286.2,157,2.7,5399,3.0,3.6,959,Education,3,6358,Young Low Spender,Retention / low spend segment
29,Female,Ahmedabad,Realme,Android,4.2,38.3,298.6,14,2.5,2254,1.7,2.4,1657,Social Media,3,3911,Young Low Spender,Retention / low spend segment
22,Other,Mumbai,Realme,Android,5.6,26.0,207.9,134,5.5,307,5.0,0.8,364,Social Media,3,671,Young Low Spender,Retention / low spend segment
17,Other,Jaipur,Samsung,Android,7.1,43.8,295.5,181,3.2,7730,5.0,0.3,1142,Entertainment,3,8872,Young Low Spender,Retention / low spend segment
22,Male,Kolkata,Xiaomi,Android,6.5,46.2,250.3,123,4.1,5708,1.4,0.4,1089,Social Media,3,6797,Young Low Spender,Retention / low spend segment
15,Male,Jaipur,Samsung,Android,2.7,44.7,193.6,145,4.7,5237,5.3,3.5,410,Work,3,5647,Young Low Spender,Retention / low spend segment
23,Other,Mumbai,OnePlus,iOS,3.9,18.9,103.7,27,2.3,545,7.3,3.7,931,Work,3,1476,Young Low Spender,Retention / low spend segment
26,Other,Jaipur,Google Pixel,iOS,9.3,8.1,208.6,178,1.3,4102,3.0,0.3,393,Gaming,3,4495,Young Low Spender,Retention / low spend segment
35,Female,Ahmedabad,Samsung,iOS,2.1,18.9,144.0,78,2.2,2547,7.5,2.2,394,Social Media,3,2941,Young Low Spender,Retention / low spend segment
17,Female,Jaipur,Xiaomi,iOS,7.2,23.3,156.6,28,0.6,2126,2.8,0.7,235,Gaming,3,2361,Young Low Spender,Retention / low spend segment
17,Female,Jaipur,Realme,iOS,2.9,34.5,50.9,77,4.0,3206,5.4,2.3,828,Gaming,3,4034,Young Low Spender,Retention / low spend segment
30,Female,Chennai,Realme,iOS,10.0,9.4,244.5,137,4.8,914,1.4,1.7,1553,Education,3,2467,Young Low Spender,Retention / low spend segment
37,Female,Kolkata,Oppo,Android,1.6,17.5,300.0,34,3.9,1133,2.7,3.8,1677,Gaming,3,2810,Young Low Spender,Retention / low spend segment
40,Female,Bangalore,OnePlus,Android,4.7,39.7,27.3,15,0.5,1105,8.0,4.5,1532,Work,3,2637,Young Low Spender,Retention / low spend segment
19,Other,Kolkata,Oppo,Android,6.0,44.2,9.8,158,4.7,4380,2.3,4.6,1953,Gaming,3,6333,Young Low Spender,Retention / low spend segment
32,Other,Mumbai,Nokia,iOS,5.1,18.0,299.6,72,1.4,1397,2.1,4.8,1706,Gaming,3,3103,Young Low Spender,Retention / low spend segment
21,Female,Jaipur,Apple,iOS,8.3,2.7,266.0,169,3.6,5206,3.2,3.9,812,Entertainment,3,6018,Young Low Spender,Retention / low spend segment
27,Other,Kolkata,Realme,iOS,10.4,19.3,278.3,93,3.7,2717,0.6,2.6,673,Education,3,3390,Young Low Spender,Retention / low spend segment
19,Male,Hyderabad,Realme,Android,5.4,12.0,263.1,126,3.4,1767,7.8,2.8,906,Education,3,2673,Young Low Spender,Retention / low spend segment
33,Other,Hyderabad,Vivo,iOS,9.0,3.7,39.8,64,1.1,613,4.9,1.5,1891,Work,3,2504,Young Low Spender,Retention / low spend segment
36,Male,Hyderabad,OnePlus,iOS,8.4,30.4,83.3,190,0.5,1755,6.8,3.1,1824,Education,3,3579,Young Low Spender,Retention / low spend segment
32,Male,Jaipur,Google Pixel,iOS,4.4,36.1,116.5,193,3.4,5117,7.3,3.9,1012,Work,3,6129,Young Low Spender,Retention / low spend segment
30,Male,Mumbai,OnePlus,iOS,10.3,46.5,186.4,43,2.2,3814,2.1,1.0,318,Entertainment,3,4132,Young Low Spender,Retention / low spend segment
36,Other,Chennai,Xiaomi,iOS,7.2,6.4,270.6,181,2.8,3798,4.9,1.3,1639,Gaming,3,5437,Young Low Spender,Retention / low spend segment
30,Male,Kolkata,Vivo,Android,11.6,7.1,122.6,54,1.3,4054,5.7,4.5,436,Gaming,3,4490,Young Low Spender,Retention / low spend segment
36,Other,Mumbai,Realme,iOS,4.1,3.0,281.9,118,3.9,1597,7.8,3.6,539,Social Media,3,2136,Young Low Spender,Retention / low spend segment
26,Other,Ahmedabad,Xiaomi,iOS,8.8,18.2,11.9,76,3.3,4249,4.3,4.1,808,Work,3,5057,Young Low Spender,Retention / low spend segment
18,Male,Lucknow,Vivo,Android,5.4,13.8,158.2,98,4.2,3890,6.3,0.3,537,Gaming,3,4427,Young Low Spender,Retention / low spend segment
17,Male,Pune,Google Pixel,iOS,4.5,42.9,56.7,101,5.7,3260,6.7,0.9,1470,Social Media,3,4730,Young Low Spender,Retention / low spend segment
19,Female,Chennai,Vivo,iOS,8.6,29.4,75.2,15,3.1,471,7.1,2.7,1200,Social Media,3,1671,Young Low Spender,Retention / low spend segment
25,Male,Mumbai,Motorola,iOS,2.9,16.8,165.5,62,1.9,3457,2.9,3.5,259,Social Media,3,3716,Young Low Spender,Retention / low spend segment
24,Other,Delhi,Nokia,iOS,8.1,42.8,89.5,135,0.6,2888,3.6,1.1,1166,Gaming,3,4054,Young Low Spender,Retention / low spend segment
19,Male,Bangalore,Xiaomi,Android,5.2,4.0,290.2,60,5.0,1417,4.5,3.0,1721,Entertainment,3,3138,Young Low Spender,Retention / low spend segment
34,Male,Hyderabad,Realme,iOS,8.7,22.7,15.0,59,1.7,2204,2.8,0.7,1484,Entertainment,3,3688,Young Low Spender,Retention / low spend segment
15,Male,Kolkata,Realme,iOS,2.7,13.7,143.8,115,1.8,6593,6.4,1.9,1337,Social Media,3,7930,Young Low Spender,Retention / low spend segment
33,Other,Ahmedabad,Nokia,Android,6.4,15.5,227.6,130,3.3,1189,7.5,4.5,212,Work,3,1401,Young Low Spender,Retention / low spend segment
17,Male,Bangalore,Motorola,iOS,9.7,18.9,295.7,129,3.5,2879,2.3,3.3,1240,Entertainment,3,4119,Young Low Spender,Retention / low spend segment
24,Female,Pune,Xiaomi,iOS,6.7,31.1,159.4,197,4.6,179,2.6,0.2,1342,Entertainment,3,1521,Young Low Spender,Retention / low spend segment
19,Female,Kolkata,OnePlus,Android,4.2,15.3,254.1,22,5.2,2150,7.1,1.2,1303,Entertainment,3,3453,Young Low Spender,Retention / low spend segment
16,Male,Kolkata,Vivo,iOS,11.7,5.8,161.6,69,4.9,1332,7.2,0.7,1403,Education,3,2735,Young Low Spender,Retention / low spend segment
31,Male,Ahmedabad,Vivo,Android,7.7,19.2,190.1,123,2.9,792,6.9,1.3,1706,Gaming,3,2498,Young Low Spender,Retention / low spend segment
20,Other,Pune,Samsung,Android,2.0,23.8,31.6,157,4.1,1458,4.7,4.1,730,Work,3,2188,Young Low Spender,Retention / low spend segment
26,Male,Chennai,Realme,Android,11.5,39.6,92.7,166,5.9,982,5.2,4.9,1914,Social Media,3,2896,Young Low Spender,Retention / low spend segment
15,Female,Bangalore,Samsung,iOS,7.2,2.6,218.0,91,1.8,6974,7.4,0.2,1008,Gaming,3,7982,Young Low Spender,Retention / low spend segment
37,Female,Lucknow,Realme,iOS,8.8,7.6,214.0,42,2.8,4274,0.8,3.7,1736,Work,3,6010,Young Low Spender,Retention / low spend segment
25,Other,Ahmedabad,Xiaomi,Android,11.3,29.8,221.4,97,1.1,1263,6.3,1.7,504,Entertainment,3,1767,Young Low Spender,Retention / low spend segment
37,Other,Jaipur,Motorola,iOS,9.9,20.7,151.4,12,1.1,344,4.8,0.2,1179,Gaming,3,1523,Young Low Spender,Retention / low spend segment
37,Female,Bangalore,Motorola,iOS,4.2,36.5,212.2,184,1.4,468,3.8,1.1,585,Entertainment,3,1053,Young Low Spender,Retention / low spend segment
16,Other,Pune,Oppo,Android,4.7,8.1,178.0,133,4.0,3760,3.7,1.7,620,Work,3,4380,Young Low Spender,Retention / low spend segment
16,Female,Kolkata,Nokia,iOS,10.0,28.9,18.7,179,5.5,1516,1.5,1.4,1233,Entertainment,3,2749,Young Low Spender,Retention / low spend segment
31,Female,Jaipur,Realme,Android,4.5,8.0,177.3,185,1.4,259,7.2,1.1,695,Entertainment,3,954,Young Low Spender,Retention / low spend segment
18,Other,Hyderabad,Realme,Android,3.1,14.8,6.6,51,4.3,889,4.5,3.1,1185,Education,3,2074,Young Low Spender,Retention / low spend segment
27,Female,Chennai,Realme,Android,2.9,37.9,147.0,110,5.6,1278,6.3,3.1,671,Education,3,1949,Young Low Spender,Retention / low spend segment
25,Male,Ahmedabad,Xiaomi,iOS,4.4,39.0,60.6,70,0.7,4315,1.5,1.0,1536,Entertainment,3,5851,Young Low Spender,Retention / low spend segment
24,Other,Kolkata,Vivo,Android,10.5,27.0,112.2,148,1.8,5296,2.4,4.8,315,Gaming,3,5611,Young Low Spender,Retention / low spend segment
15,Male,Pune,Google Pixel,iOS,7.1,38.8,62.5,171,5.6,4120,1.6,2.4,548,Gaming,3,4668,Young Low Spender,Retention / low spend segment
23,Other,Hyderabad,Vivo,iOS,2.6,8.0,169.1,16,4.9,1346,2.7,0.4,1537,Gaming,3,2883,Young Low Spender,Retention / low spend segment
24,Female,Mumbai,Realme,Android,10.4,48.4,80.4,30,4.5,2805,2.5,4.1,1006,Entertainment,3,3811,Young Low Spender,Retention / low spend segment
20,Male,Hyderabad,Google Pixel,Android,4.8,45.2,74.5,44,1.1,4681,5.0,4.4,957,Gaming,3,5638,Young Low Spender,Retention / low spend segment
24,Other,Chennai,Apple,Android,2.0,10.5,103.6,158,4.5,713,3.2,2.9,1117,Social Media,3,1830,Young Low Spender,Retention / low spend segment
17,Male,Kolkata,Xiaomi,Android,5.7,48.7,235.2,85,0.7,5396,2.6,1.7,1214,Social Media,3,6610,Young Low Spender,Retention / low spend segment
17,Female,Delhi,Nokia,Android,3.0,2.6,268.5,83,3.2,7759,0.7,3.8,1260,Work,3,9019,Young Low Spender,Retention / low spend segment
37,Female,Bangalore,Motorola,Android,1.6,33.7,152.0,17,1.0,112,5.0,0.5,1080,Gaming,3,1192,Young Low Spender,Retention / low spend segment
21,Female,Kolkata,Apple,Android,4.2,48.0,263.0,104,4.8,1337,7.7,3.2,1093,Work,3,2430,Young Low Spender,Retention / low spend segment
22,Female,Pune,OnePlus,iOS,7.3,23.7,211.3,77,3.7,1921,2.8,0.8,1721,Work,3,3642,Young Low Spender,Retention / low spend segment
15,Male,Mumbai,OnePlus,iOS,4.0,29.6,268.4,27,4.2,5648,4.0,0.7,606,Work,3,6254,Young Low Spender,Retention / low spend segment
17,Male,Ahmedabad,Apple,Android,3.1,1.7,282.7,40,4.2,2858,7.0,4.8,1081,Social Media,3,3939,Young Low Spender,Retention / low spend segment
24,Female,Ahmedabad,Oppo,Android,1.0,42.4,11.1,66,2.5,1220,2.4,4.6,701,Work,3,1921,Young Low Spender,Retention / low spend segment
30,Male,Chennai,Xiaomi,Android,9.8,7.1,124.6,69,1.8,2292,2.3,2.8,995,Gaming,3,3287,Young Low Spender,Retention / low spend segment
38,Other,Delhi,Xiaomi,iOS,3.8,46.6,218.1,40,2.4,2959,2.1,3.3,493,Entertainment,3,3452,Young Low Spender,Retention / low spend segment
32,Female,Lucknow,Nokia,Android,1.1,48.7,272.4,47,2.2,3738,5.5,3.0,1088,Education,3,4826,Young Low Spender,Retention / low spend segment
23,Female,Jaipur,OnePlus,Android,11.7,29.6,273.9,119,3.1,2324,5.2,2.0,584,Entertainment,3,2908,Young Low Spender,Retention / low spend segment
26,Male,Mumbai,Google Pixel,iOS,8.3,30.9,21.5,54,1.3,701,7.3,1.4,1056,Education,3,1757,Young Low Spender,Retention / low spend segment
30,Other,Lucknow,Oppo,iOS,3.5,26.0,282.3,197,1.8,3204,6.3,3.1,724,Work,3,3928,Young Low Spender,Retention / low spend segment
23,Female,Hyderabad,Xiaomi,Android,9.7,26.2,292.2,26,1.8,2853,0.6,4.6,1330,Education,3,4183,Young Low Spender,Retention / low spend segment
19,Male,Hyderabad,Nokia,iOS,7.9,31.5,37.8,132,1.8,4390,2.5,2.8,1009,Work,3,5399,Young Low Spender,Retention / low spend segment
20,Other,Bangalore,Nokia,Android,9.7,20.6,23.8,159,2.7,811,4.6,2.5,261,Work,3,1072,Young Low Spender,Retention / low spend segment
20,Other,Kolkata,Apple,Android,8.3,16.5,155.6,180,2.5,3324,4.1,1.7,1305,Social Media,3,4629,Young Low Spender,Retention / low spend segment
26,Other,Delhi,Realme,iOS,8.3,37.0,230.7,41,1.3,2571,0.6,1.5,720,Education,3,3291,Young Low Spender,Retention / low spend segment
26,Female,Pune,Nokia,Android,3.9,1.8,268.1,37,4.3,2298,7.3,2.3,1287,Social Media,3,3585,Young Low Spender,Retention / low spend segment
29,Male,Delhi,Oppo,Android,1.3,10.2,25.8,36,4.4,1922,3.7,1.0,256,Social Media,3,2178,Young Low Spender,Retention / low spend segment
32,Female,Lucknow,Oppo,Android,5.1,27.2,169.8,147,3.2,5085,7.8,4.5,1673,Work,3,6758,Young Low Spender,Retention / low spend segment
18,Other,Pune,Vivo,Android,4.0,43.4,274.3,33,2.7,7203,1.9,1.1,715,Education,3,7918,Young Low Spender,Retention / low spend segment
35,Male,Mumbai,Oppo,Android,6.5,7.2,146.9,59,4.2,2103,1.5,1.2,1715,Education,3,3818,Young Low Spender,Retention / low spend segment
15,Male,Delhi,Motorola,iOS,7.7,38.9,214.1,136,3.3,5055,6.3,2.1,1053,Gaming,3,6108,Young Low Spender,Retention / low spend segment
19,Female,Jaipur,Vivo,iOS,5.7,25.9,278.1,35,5.8,1403,0.6,4.3,446,Education,3,1849,Young Low Spender,Retention / low spend segment
38,Female,Kolkata,Oppo,iOS,10.5,21.1,236.5,64,1.7,2640,6.9,0.1,1788,Gaming,3,4428,Young Low Spender,Retention / low spend segment
30,Female,Pune,Google Pixel,Android,4.0,33.0,144.0,48,2.0,3524,3.7,4.7,1704,Entertainment,3,5228,Young Low Spender,Retention / low spend segment
24,Female,Hyderabad,Nokia,iOS,5.6,20.0,126.3,166,4.9,3824,8.0,4.5,252,Education,3,4076,Young Low Spender,Retention / low spend segment
15,Female,Ahmedabad,Nokia,Android,1.2,28.5,79.0,62,5.1,1950,5.5,4.0,108,Education,3,2058,Young Low Spender,Retention / low spend segment
15,Female,Lucknow,Samsung,iOS,7.0,31.1,187.3,189,4.6,3739,4.2,3.1,1918,Education,3,5657,Young Low Spender,Retention / low spend segment
29,Other,Chennai,Oppo,Android,1.5,5.1,138.5,120,1.5,3396,3.3,4.5,1988,Entertainment,3,5384,Young Low Spender,Retention / low spend segment
35,Female,Delhi,Google Pixel,Android,9.6,42.4,15.7,10,3.5,2771,7.6,1.0,623,Gaming,3,3394,Young Low Spender,Retention / low spend segment
17,Male,Pune,Xiaomi,iOS,6.9,19.9,78.6,162,0.7,5253,1.6,3.1,216,Education,3,5469,Young Low Spender,Retention / low spend segment
20,Female,Pune,Google Pixel,iOS,11.9,43.0,79.8,118,3.6,3036,3.0,3.5,1161,Entertainment,3,4197,Young Low Spender,Retention / low spend segment
22,Male,Kolkata,Vivo,Android,2.0,19.8,154.6,54,1.8,3523,5.9,0.6,644,Gaming,3,4167,Young Low Spender,Retention / low spend segment
28,Other,Delhi,Motorola,Android,3.5,25.4,82.1,167,3.3,4530,4.3,2.7,1746,Gaming,3,6276,Young Low Spender,Retention / low spend segment
18,Male,Pune,Realme,iOS,1.1,18.5,99.0,33,1.3,2889,4.2,4.1,212,Education,3,3101,Young Low Spender,Retention / low spend segment
28,Other,Ahmedabad,Motorola,Android,10.0,31.0,88.9,169,5.3,842,6.7,0.7,380,Social Media,3,1222,Young Low Spender,Retention / low spend segment
