Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Cluster,Total expenditure,Cluster Name,Actionable Insight
21,Female,Lucknow,OnePlus,Android,4.6,33.5,149.8,119,1.8,6946,4.3,3.6,1307,Work,0,8253,Mature High Spender,Upsell premium services
22,Female,Delhi,Motorola,Android,10.1,27.6,92.2,118,0.9,7875,6.6,4.6,774,Work,0,8649,Mature High Spender,Upsell premium services
36,Male,Pune,OnePlus,Android,7.4,41.6,121.2,21,0.5,5857,5.2,4.6,1723,Work,0,7580,Mature High Spender,Upsell premium services
48,Other,Chennai,Google Pixel,iOS,8.2,3.9,188.9,83,0.5,8420,0.6,2.3,1251,Work,0,9671,Mature High Spender,Upsell premium services
52,Other,Bangalore,Vivo,iOS,1.9,23.9,279.1,185,1.0,4337,1.0,2.2,1995,Social Media,0,6332,Mature High Spender,Upsell premium services
54,Male,Hyderabad,Oppo,Android,4.6,11.0,61.3,194,1.5,6285,2.6,2.0,1677,Education,0,7962,Mature High Spender,Upsell premium services
22,Female,Kolkata,Oppo,Android,3.0,45.3,28.9,142,0.8,7728,7.1,4.8,1939,Entertainment,0,9667,Mature High Spender,Upsell premium services
46,Male,Ahmedabad,Oppo,Android,3.4,15.9,165.5,134,1.9,5187,3.7,2.0,1822,Social Media,0,7009,Mature High Spender,Upsell premium services
19,Other,Ahmedabad,Oppo,iOS,10.8,28.5,190.4,64,0.8,9032,2.0,3.7,1199,Social Media,0,10231,Mature High Spender,Upsell premium services
44,Other,Pune,Realme,Android,8.1,3.8,167.4,104,0.9,9366,7.3,2.8,1486,Social Media,0,10852,Mature High Spender,Upsell premium services
35,Male,Mumbai,Nokia,iOS,3.6,47.0,99.4,70,0.7,3158,6.6,3.2,1397,Social Media,0,4555,Mature High Spender,Upsell premium services
25,Male,Chennai,OnePlus,iOS,10.3,29.7,293.1,89,1.0,6160,0.8,1.5,917,Work,0,7077,Mature High Spender,Upsell premium services
56,Male,Pune,Motorola,iOS,4.3,16.9,122.5,23,2.1,9065,7.2,3.8,284,Entertainment,0,9349,Mature High Spender,Upsell premium services
37,Male,Pune,Samsung,iOS,12.0,23.2,63.4,151,1.2,5762,4.9,4.2,441,Education,0,6203,Mature High Spender,Upsell premium services
48,Other,Bangalore,Nokia,Android,9.0,14.0,188.1,103,3.3,6856,6.3,2.8,1314,Gaming,0,8170,Mature High Spender,Upsell premium services
19,Female,Chennai,Samsung,iOS,7.4,1.5,252.6,171,2.2,9257,5.3,1.4,1979,Entertainment,0,11236,Mature High Spender,Upsell premium services
36,Female,Mumbai,Apple,Android,6.8,49.5,288.5,90,1.4,7273,1.2,0.2,1400,Social Media,0,8673,Mature High Spender,Upsell premium services
46,Other,Mumbai,Apple,iOS,2.9,37.2,79.1,57,1.1,9319,0.6,4.9,1628,Social Media,0,10947,Mature High Spender,Upsell premium services
58,Male,Ahmedabad,Samsung,Android,8.8,32.7,249.1,70,1.2,5580,6.5,4.4,1871,Entertainment,0,7451,Mature High Spender,Upsell premium services
35,Female,Jaipur,Google Pixel,Android,9.8,48.7,266.2,165,1.7,8396,3.4,1.8,1855,Entertainment,0,10251,Mature High Spender,Upsell premium services
39,Female,Delhi,Nokia,iOS,1.9,22.9,186.1,96,1.5,5896,5.4,1.8,741,Education,0,6637,Mature High Spender,Upsell premium services
44,Male,Bangalore,Xiaomi,Android,11.5,47.1,255.6,14,0.7,3082,5.6,0.8,318,Entertainment,0,3400,Mature High Spender,Upsell premium services
40,Female,Jaipur,Xiaomi,iOS,10.7,35.0,53.7,140,1.0,8463,7.7,0.3,157,Work,0,8620,Mature High Spender,Upsell premium services
37,Other,Jaipur,Oppo,Android,8.0,43.5,99.0,191,3.0,9904,1.8,0.7,107,Entertainment,0,10011,Mature High Spender,Upsell premium services
24,Other,Lucknow,OnePlus,Android,7.4,27.9,230.9,59,1.8,8461,3.9,0.7,580,Social Media,0,9041,Mature High Spender,Upsell premium services
47,Other,Mumbai,Oppo,iOS,8.9,28.7,298.7,40,1.9,4166,4.3,0.4,1568,Social Media,0,5734,Mature High Spender,Upsell premium services
59,Female,Pune,Realme,Android,4.9,6.9,194.4,141,0.8,9518,2.6,4.6,1748,Education,0,11266,Mature High Spender,Upsell premium services
58,Female,Jaipur,Vivo,iOS,9.6,12.4,108.5,124,1.6,7809,1.6,0.7,1906,Social Media,0,9715,Mature High Spender,Upsell premium services
42,Other,Ahmedabad,Google Pixel,iOS,2.0,41.9,50.3,103,0.8,6403,7.0,2.2,1732,Social Media,0,8135,Mature High Spender,Upsell premium services
56,Male,Chennai,Xiaomi,iOS,1.3,5.7,145.2,27,3.0,9167,7.2,1.4,755,Gaming,0,9922,Mature High Spender,Upsell premium services
52,Other,Hyderabad,Samsung,Android,2.4,26.3,121.2,83,1.1,6235,6.0,0.7,151,Entertainment,0,6386,Mature High Spender,Upsell premium services
60,Other,Delhi,Vivo,iOS,4.1,7.7,181.5,27,0.7,4109,6.3,4.6,1046,Entertainment,0,5155,Mature High Spender,Upsell premium services
59,Male,Pune,Samsung,iOS,8.4,47.5,192.4,176,2.1,9851,3.6,3.0,1716,Gaming,0,11567,Mature High Spender,Upsell premium services
38,Male,Delhi,OnePlus,iOS,2.1,17.3,164.0,160,1.7,7472,6.6,2.6,905,Entertainment,0,8377,Mature High Spender,Upsell premium services
56,Other,Chennai,Xiaomi,Android,3.9,33.5,129.8,43,1.8,6400,3.6,0.5,1291,Gaming,0,7691,Mature High Spender,Upsell premium services
40,Male,Kolkata,Xiaomi,iOS,9.0,1.9,280.5,194,2.8,8887,5.1,1.5,148,Education,0,9035,Mature High Spender,Upsell premium services
54,Female,Pune,Nokia,iOS,4.6,5.5,179.6,189,0.9,3790,5.7,2.8,1812,Gaming,0,5602,Mature High Spender,Upsell premium services
48,Male,Chennai,Realme,Android,11.4,2.0,229.3,107,1.2,6537,5.5,0.6,434,Social Media,0,6971,Mature High Spender,Upsell premium services
48,Other,Bangalore,Samsung,iOS,5.8,42.2,145.6,168,0.8,9346,0.8,4.3,803,Entertainment,0,10149,Mature High Spender,Upsell premium services
33,Other,Jaipur,Google Pixel,iOS,6.0,10.1,239.0,14,3.0,9921,1.9,3.0,1303,Entertainment,0,11224,Mature High Spender,Upsell premium services
20,Female,Chennai,Xiaomi,iOS,11.8,3.6,81.0,135,0.5,8148,1.1,0.8,456,Work,0,8604,Mature High Spender,Upsell premium services
40,Other,Chennai,Apple,iOS,8.8,31.3,167.8,84,1.1,5245,0.8,0.5,1266,Work,0,6511,Mature High Spender,Upsell premium services
55,Male,Jaipur,Realme,iOS,1.6,11.0,239.5,39,1.6,4332,3.0,2.2,294,Entertainment,0,4626,Mature High Spender,Upsell premium services
53,Other,Bangalore,Realme,Android,1.4,18.0,231.7,69,2.4,8588,7.0,0.6,1575,Education,0,10163,Mature High Spender,Upsell premium services
35,Male,Jaipur,Motorola,Android,10.6,10.0,241.2,83,0.8,3498,3.5,0.8,1620,Education,0,5118,Mature High Spender,Upsell premium services
50,Male,Chennai,Xiaomi,Android,5.4,13.4,169.5,163,2.1,8738,6.9,0.6,100,Work,0,8838,Mature High Spender,Upsell premium services
43,Other,Bangalore,Oppo,Android,8.6,3.3,149.4,136,1.7,8138,7.7,1.8,742,Social Media,0,8880,Mature High Spender,Upsell premium services
36,Other,Mumbai,Google Pixel,iOS,7.1,8.1,65.5,168,2.1,7819,6.8,3.8,393,Gaming,0,8212,Mature High Spender,Upsell premium services
20,Female,Kolkata,Motorola,Android,8.9,25.2,40.5,159,1.1,9978,3.5,4.6,965,Entertainment,0,10943,Mature High Spender,Upsell premium services
54,Female,Bangalore,Google Pixel,iOS,1.3,48.6,261.9,123,2.2,8522,1.5,3.1,218,Education,0,8740,Mature High Spender,Upsell premium services
46,Female,Jaipur,Motorola,Android,4.9,22.9,270.6,166,1.8,5336,6.9,1.4,858,Entertainment,0,6194,Mature High Spender,Upsell premium services
42,Other,Kolkata,Google Pixel,iOS,2.9,28.3,284.4,24,3.3,6770,6.5,2.8,1129,Social Media,0,7899,Mature High Spender,Upsell premium services
47,Male,Delhi,Motorola,Android,9.0,20.3,226.6,175,1.5,6640,2.8,2.9,144,Work,0,6784,Mature High Spender,Upsell premium services
24,Female,Ahmedabad,OnePlus,Android,7.3,20.8,20.8,60,1.5,9406,3.1,4.9,1773,Education,0,11179,Mature High Spender,Upsell premium services
55,Male,Chennai,OnePlus,Android,5.7,1.9,148.7,60,2.8,7777,4.7,4.7,1999,Social Media,0,9776,Mature High Spender,Upsell premium services
43,Other,Pune,OnePlus,iOS,1.5,45.0,118.8,45,0.8,2606,3.8,5.0,532,Work,0,3138,Mature High Spender,Upsell premium services
46,Female,Ahmedabad,OnePlus,iOS,4.2,7.1,91.5,136,1.4,6110,6.6,4.9,647,Entertainment,0,6757,Mature High Spender,Upsell premium services
24,Other,Lucknow,Samsung,Android,1.2,23.9,95.4,106,0.8,9823,1.3,4.6,528,Gaming,0,10351,Mature High Spender,Upsell premium services
23,Male,Hyderabad,Nokia,Android,4.1,19.4,231.0,48,1.0,7989,4.3,4.4,1406,Gaming,0,9395,Mature High Spender,Upsell premium services
43,Male,Pune,Xiaomi,Android,1.1,2.1,61.1,63,1.1,4393,6.9,1.8,262,Entertainment,0,4655,Mature High Spender,Upsell premium services
53,Female,Bangalore,Vivo,Android,3.7,47.0,117.4,152,3.1,7828,4.5,4.2,998,Gaming,0,8826,Mature High Spender,Upsell premium services
40,Other,Hyderabad,Realme,iOS,6.3,1.6,102.5,104,1.5,3588,6.0,2.1,587,Entertainment,0,4175,Mature High Spender,Upsell premium services
56,Other,Delhi,OnePlus,iOS,1.3,17.3,240.2,116,2.8,9406,1.3,1.8,599,Social Media,0,10005,Mature High Spender,Upsell premium services
35,Other,Mumbai,Nokia,Android,5.7,29.9,206.6,139,2.2,4980,1.4,1.5,1654,Work,0,6634,Mature High Spender,Upsell premium services
23,Male,Lucknow,OnePlus,Android,8.5,36.6,137.5,159,0.8,6617,6.6,3.3,1449,Social Media,0,8066,Mature High Spender,Upsell premium services
26,Male,Hyderabad,Vivo,iOS,4.3,34.6,201.2,102,1.5,8538,6.2,3.6,694,Entertainment,0,9232,Mature High Spender,Upsell premium services
21,Female,Pune,Nokia,iOS,2.0,25.4,286.9,44,1.8,9949,7.2,4.0,1571,Work,0,11520,Mature High Spender,Upsell premium services
21,Male,Ahmedabad,Apple,iOS,1.4,25.0,13.9,185,0.6,7461,3.0,1.5,1332,Gaming,0,8793,Mature High Spender,Upsell premium services
59,Male,Lucknow,Nokia,iOS,6.9,29.4,59.4,119,2.4,8656,2.5,1.8,1227,Education,0,9883,Mature High Spender,Upsell premium services
60,Male,Lucknow,Samsung,Android,3.5,35.6,126.5,14,0.6,7731,1.0,1.8,1980,Entertainment,0,9711,Mature High Spender,Upsell premium services
40,Female,Kolkata,Xiaomi,Android,7.8,43.8,113.9,145,1.7,3526,5.2,3.2,944,Gaming,0,4470,Mature High Spender,Upsell premium services
46,Male,Hyderabad,Oppo,iOS,9.6,22.8,130.1,65,3.0,9444,0.5,3.9,809,Entertainment,0,10253,Mature High Spender,Upsell premium services
30,Male,Lucknow,Samsung,iOS,6.9,7.7,60.1,140,0.6,4543,1.7,2.3,1350,Entertainment,0,5893,Mature High Spender,Upsell premium services
23,Male,Ahmedabad,Xiaomi,Android,1.4,24.1,160.8,68,0.5,9777,3.5,2.9,966,Entertainment,0,10743,Mature High Spender,Upsell premium services
26,Male,Ahmedabad,Apple,Android,4.1,48.4,187.9,172,1.9,8177,2.8,0.7,240,Social Media,0,8417,Mature High Spender,Upsell premium services
54,Male,Bangalore,Nokia,iOS,6.5,27.9,193.8,182,1.5,8418,5.8,1.8,1840,Gaming,0,10258,Mature High Spender,Upsell premium services
32,Other,Jaipur,Vivo,iOS,4.8,33.8,97.6,14,1.6,9156,1.3,3.2,515,Gaming,0,9671,Mature High Spender,Upsell premium services
54,Male,Lucknow,Samsung,iOS,6.7,1.9,190.2,65,1.0,6769,0.6,0.5,918,Work,0,7687,Mature High Spender,Upsell premium services
56,Male,Mumbai,Vivo,iOS,2.2,48.6,195.4,116,1.2,6949,4.7,2.5,1309,Social Media,0,8258,Mature High Spender,Upsell premium services
30,Other,Hyderabad,OnePlus,iOS,7.5,43.1,62.5,186,1.1,5368,4.6,4.3,1829,Entertainment,0,7197,Mature High Spender,Upsell premium services
56,Other,Lucknow,Samsung,iOS,7.5,10.4,255.6,145,1.1,5123,4.5,0.2,1879,Education,0,7002,Mature High Spender,Upsell premium services
54,Male,Pune,OnePlus,Android,11.7,23.5,219.7,68,1.7,6884,7.8,1.5,109,Work,0,6993,Mature High Spender,Upsell premium services
39,Other,Mumbai,Google Pixel,iOS,2.3,33.4,242.9,195,1.5,5130,7.7,2.6,1537,Entertainment,0,6667,Mature High Spender,Upsell premium services
39,Male,Pune,Samsung,iOS,11.5,45.4,216.1,184,2.3,7244,7.6,0.1,676,Social Media,0,7920,Mature High Spender,Upsell premium services
49,Male,Mumbai,OnePlus,iOS,2.6,4.1,242.8,158,2.4,6543,2.7,4.8,320,Work,0,6863,Mature High Spender,Upsell premium services
22,Other,Delhi,Motorola,iOS,9.0,47.3,81.6,70,0.6,6978,7.7,1.8,1740,Work,0,8718,Mature High Spender,Upsell premium services
40,Female,Mumbai,Samsung,iOS,3.8,15.1,192.7,12,2.4,7757,5.3,4.1,558,Entertainment,0,8315,Mature High Spender,Upsell premium services
58,Female,Delhi,Google Pixel,iOS,9.7,38.8,286.5,177,0.7,7088,5.0,0.3,602,Entertainment,0,7690,Mature High Spender,Upsell premium services
27,Male,Chennai,Motorola,iOS,6.2,6.6,272.7,143,2.1,6054,7.2,3.4,1644,Gaming,0,7698,Mature High Spender,Upsell premium services
27,Female,Jaipur,Xiaomi,iOS,5.8,27.7,105.7,85,1.6,9078,7.6,0.6,448,Gaming,0,9526,Mature High Spender,Upsell premium services
44,Other,Jaipur,Apple,Android,7.8,30.1,291.7,154,1.6,7310,4.6,1.9,420,Gaming,0,7730,Mature High Spender,Upsell premium services
46,Female,Hyderabad,Google Pixel,iOS,8.0,27.2,223.1,54,2.2,5006,2.9,0.9,1728,Education,0,6734,Mature High Spender,Upsell premium services
47,Male,Chennai,Vivo,Android,6.9,21.4,271.6,147,1.7,8858,2.8,3.9,1949,Gaming,0,10807,Mature High Spender,Upsell premium services
51,Other,Pune,Realme,Android,5.6,28.3,101.9,15,1.0,7635,3.2,3.1,771,Entertainment,0,8406,Mature High Spender,Upsell premium services
60,Male,Hyderabad,Xiaomi,Android,1.9,42.0,46.9,40,2.2,6941,7.2,4.6,818,Entertainment,0,7759,Mature High Spender,Upsell premium services
31,Female,Mumbai,Nokia,Android,6.6,6.7,294.6,115,2.7,8458,4.9,0.8,747,Work,0,9205,Mature High Spender,Upsell premium services
44,Other,Hyderabad,Apple,iOS,4.2,3.0,286.8,29,1.0,7007,3.7,0.7,409,Gaming,0,7416,Mature High Spender,Upsell premium services
51,Male,Hyderabad,Apple,Android,8.9,15.6,234.8,159,0.6,7332,4.5,0.8,735,Entertainment,0,8067,Mature High Spender,Upsell premium services
50,Other,Kolkata,OnePlus,Android,8.5,5.4,186.5,96,1.9,9532,7.6,3.2,710,Social Media,0,10242,Mature High Spender,Upsell premium services
36,Other,Jaipur,Samsung,Android,8.5,22.5,109.1,99,0.9,5996,2.4,1.6,651,Gaming,0,6647,Mature High Spender,Upsell premium services
38,Other,Delhi,Nokia,iOS,9.0,17.9,174.8,169,0.7,7637,0.5,0.7,737,Entertainment,0,8374,Mature High Spender,Upsell premium services
40,Other,Jaipur,Realme,Android,2.4,39.1,28.3,156,2.4,4792,7.2,2.4,719,Entertainment,0,5511,Mature High Spender,Upsell premium services
45,Other,Delhi,Oppo,Android,9.0,3.4,147.2,66,2.6,9898,5.8,3.1,1457,Gaming,0,11355,Mature High Spender,Upsell premium services
42,Other,Hyderabad,Samsung,iOS,5.3,10.4,43.7,110,0.7,3543,0.9,0.4,617,Entertainment,0,4160,Mature High Spender,Upsell premium services
53,Male,Hyderabad,Apple,Android,10.3,27.3,273.0,47,1.1,6373,4.3,4.3,1682,Social Media,0,8055,Mature High Spender,Upsell premium services
51,Other,Lucknow,Samsung,Android,6.5,23.6,283.1,187,3.1,9144,4.7,2.8,588,Gaming,0,9732,Mature High Spender,Upsell premium services
58,Female,Delhi,Apple,Android,2.6,33.1,223.5,92,0.5,9044,3.0,2.8,196,Gaming,0,9240,Mature High Spender,Upsell premium services
53,Other,Mumbai,Samsung,Android,6.0,18.2,140.0,118,2.2,5655,0.9,0.3,1491,Gaming,0,7146,Mature High Spender,Upsell premium services
22,Female,Pune,Xiaomi,Android,2.8,6.7,84.0,132,0.7,8879,2.6,0.2,1623,Gaming,0,10502,Mature High Spender,Upsell premium services
27,Male,Hyderabad,Samsung,Android,2.2,2.5,118.6,123,1.6,8497,5.3,4.5,481,Entertainment,0,8978,Mature High Spender,Upsell premium services
49,Female,Kolkata,OnePlus,Android,2.9,1.3,264.2,151,3.0,8136,7.8,3.6,1413,Work,0,9549,Mature High Spender,Upsell premium services
57,Male,Bangalore,Nokia,Android,6.1,28.0,79.0,66,1.1,5730,6.3,2.4,166,Social Media,0,5896,Mature High Spender,Upsell premium services
44,Other,Ahmedabad,Oppo,iOS,12.0,14.1,13.4,11,1.0,5695,6.6,0.3,1156,Entertainment,0,6851,Mature High Spender,Upsell premium services
45,Female,Lucknow,Realme,Android,6.9,32.5,51.1,95,2.5,9369,6.9,1.1,505,Gaming,0,9874,Mature High Spender,Upsell premium services
35,Other,Bangalore,Motorola,iOS,7.2,22.3,58.3,99,1.3,4970,2.3,4.5,1067,Work,0,6037,Mature High Spender,Upsell premium services
21,Female,Kolkata,Nokia,Android,2.2,8.8,17.1,78,0.7,7785,6.6,3.7,437,Entertainment,0,8222,Mature High Spender,Upsell premium services
53,Female,Kolkata,Apple,iOS,5.9,43.1,70.4,134,1.7,4956,1.0,1.7,1308,Work,0,6264,Mature High Spender,Upsell premium services
60,Other,Mumbai,Apple,Android,11.6,16.0,259.2,34,0.6,5153,0.8,2.3,953,Education,0,6106,Mature High Spender,Upsell premium services
43,Female,Pune,Realme,Android,3.4,22.7,89.1,130,1.5,7844,4.2,2.7,1504,Work,0,9348,Mature High Spender,Upsell premium services
35,Other,Bangalore,Apple,iOS,1.9,24.0,278.8,149,1.8,7518,2.1,2.6,1676,Social Media,0,9194,Mature High Spender,Upsell premium services
37,Male,Kolkata,Nokia,iOS,2.5,35.7,186.5,37,2.2,6468,6.7,1.4,1065,Social Media,0,7533,Mature High Spender,Upsell premium services
45,Male,Mumbai,Xiaomi,iOS,1.2,3.8,68.6,45,0.7,3755,2.5,2.9,779,Gaming,0,4534,Mature High Spender,Upsell premium services
36,Female,Lucknow,Nokia,Android,3.6,48.4,250.1,181,3.0,6067,4.5,2.4,385,Education,0,6452,Mature High Spender,Upsell premium services
50,Male,Kolkata,Apple,Android,9.0,16.5,244.6,68,1.7,6023,2.5,4.2,984,Gaming,0,7007,Mature High Spender,Upsell premium services
37,Male,Pune,Apple,Android,8.4,34.0,174.4,141,3.0,6536,4.8,2.4,1326,Work,0,7862,Mature High Spender,Upsell premium services
49,Other,Ahmedabad,Oppo,iOS,3.6,41.2,294.6,88,1.4,6008,7.1,4.5,632,Education,0,6640,Mature High Spender,Upsell premium services
24,Female,Kolkata,Realme,Android,9.3,2.1,221.0,186,1.0,7848,3.9,3.5,314,Gaming,0,8162,Mature High Spender,Upsell premium services
42,Other,Jaipur,Realme,Android,2.9,45.8,212.9,136,0.9,8757,7.0,1.6,440,Entertainment,0,9197,Mature High Spender,Upsell premium services
60,Male,Jaipur,Oppo,Android,8.3,17.8,180.6,74,0.7,4274,7.1,0.8,1326,Entertainment,0,5600,Mature High Spender,Upsell premium services
22,Male,Mumbai,Motorola,iOS,6.6,9.6,99.6,181,2.4,6914,4.4,4.3,1651,Work,0,8565,Mature High Spender,Upsell premium services
40,Female,Mumbai,Vivo,iOS,4.9,19.5,182.9,92,3.0,7198,7.0,2.0,487,Education,0,7685,Mature High Spender,Upsell premium services
15,Other,Mumbai,Nokia,iOS,7.0,29.8,248.4,131,0.6,9095,7.8,1.4,524,Gaming,0,9619,Mature High Spender,Upsell premium services
25,Female,Kolkata,OnePlus,iOS,11.7,41.1,155.0,25,1.9,6365,3.2,2.3,173,Work,0,6538,Mature High Spender,Upsell premium services
34,Male,Hyderabad,Vivo,Android,6.9,35.3,208.6,89,1.7,5053,6.5,3.1,424,Education,0,5477,Mature High Spender,Upsell premium services
52,Female,Kolkata,Xiaomi,Android,8.8,1.5,132.9,44,1.4,4486,1.7,4.9,786,Social Media,0,5272,Mature High Spender,Upsell premium services
25,Female,Chennai,Apple,Android,8.8,31.6,32.0,26,1.9,6692,7.5,4.8,1131,Entertainment,0,7823,Mature High Spender,Upsell premium services
24,Male,Ahmedabad,Vivo,Android,6.5,44.8,272.0,159,0.9,5836,6.9,3.3,1400,Education,0,7236,Mature High Spender,Upsell premium services
49,Other,Bangalore,Realme,Android,7.5,29.3,270.5,133,3.3,8090,7.0,1.2,1700,Social Media,0,9790,Mature High Spender,Upsell premium services
39,Female,Mumbai,Vivo,iOS,10.8,19.5,129.9,193,1.8,7495,7.6,4.5,1050,Social Media,0,8545,Mature High Spender,Upsell premium services
47,Other,Pune,Vivo,Android,9.6,23.5,60.3,26,0.9,3086,4.5,1.0,770,Entertainment,0,3856,Mature High Spender,Upsell premium services
50,Other,Pune,Realme,iOS,1.3,41.1,258.3,10,1.4,6638,3.3,0.1,1003,Social Media,0,7641,Mature High Spender,Upsell premium services
43,Other,Lucknow,Nokia,iOS,9.4,17.3,105.6,74,3.2,9933,2.7,1.4,1041,Gaming,0,10974,Mature High Spender,Upsell premium services
47,Male,Bangalore,Xiaomi,Android,9.4,12.9,92.4,89,0.8,4151,5.7,2.3,762,Social Media,0,4913,Mature High Spender,Upsell premium services
37,Other,Delhi,Oppo,Android,8.7,26.7,40.8,183,2.1,9960,4.6,2.2,755,Education,0,10715,Mature High Spender,Upsell premium services
35,Male,Chennai,Samsung,Android,4.4,36.1,172.3,48,0.9,5617,4.2,0.4,1811,Education,0,7428,Mature High Spender,Upsell premium services
20,Male,Delhi,Oppo,Android,11.4,6.9,253.5,149,0.5,9419,8.0,0.2,726,Education,0,10145,Mature High Spender,Upsell premium services
42,Male,Kolkata,Apple,iOS,11.6,36.4,156.7,84,0.9,3447,3.1,2.1,1785,Education,0,5232,Mature High Spender,Upsell premium services
25,Female,Ahmedabad,Realme,iOS,7.8,48.2,176.3,180,2.6,8415,7.9,1.8,1657,Social Media,0,10072,Mature High Spender,Upsell premium services
45,Male,Lucknow,Vivo,iOS,3.7,1.4,225.3,186,3.2,8234,2.8,0.0,865,Gaming,0,9099,Mature High Spender,Upsell premium services
53,Other,Jaipur,Samsung,iOS,1.7,25.6,122.7,119,2.0,8703,7.3,1.9,196,Education,0,8899,Mature High Spender,Upsell premium services
60,Female,Ahmedabad,Google Pixel,Android,5.1,49.3,166.2,105,1.9,5816,5.9,4.0,1685,Education,0,7501,Mature High Spender,Upsell premium services
34,Female,Mumbai,Samsung,iOS,5.3,14.1,5.2,110,1.9,6790,1.1,2.9,1987,Work,0,8777,Mature High Spender,Upsell premium services
51,Male,Ahmedabad,Google Pixel,iOS,4.0,11.8,77.6,102,3.2,8661,7.2,0.8,941,Entertainment,0,9602,Mature High Spender,Upsell premium services
57,Female,Kolkata,Nokia,Android,11.3,25.9,269.6,35,2.0,8390,5.9,5.0,448,Gaming,0,8838,Mature High Spender,Upsell premium services
47,Male,Kolkata,Nokia,Android,11.9,37.7,153.6,58,2.0,4321,6.1,3.3,1067,Gaming,0,5388,Mature High Spender,Upsell premium services
18,Female,Chennai,Vivo,Android,3.7,37.9,98.3,149,2.1,9652,7.6,4.4,1358,Social Media,0,11010,Mature High Spender,Upsell premium services
53,Female,Delhi,OnePlus,iOS,5.5,23.4,157.5,180,1.9,9146,7.9,1.6,971,Social Media,0,10117,Mature High Spender,Upsell premium services
27,Female,Ahmedabad,Samsung,Android,2.4,49.1,53.7,79,1.4,6030,4.7,2.8,1459,Gaming,0,7489,Mature High Spender,Upsell premium services
40,Female,Hyderabad,OnePlus,Android,5.0,34.3,277.5,26,1.8,4670,5.5,3.6,212,Social Media,0,4882,Mature High Spender,Upsell premium services
27,Other,Mumbai,Apple,Android,9.5,45.4,51.4,191,1.7,6927,3.8,4.4,956,Education,0,7883,Mature High Spender,Upsell premium services
16,Other,Pune,Nokia,iOS,3.2,18.5,141.6,146,1.1,6854,2.8,0.8,451,Education,0,7305,Mature High Spender,Upsell premium services
20,Male,Ahmedabad,Nokia,iOS,10.9,35.1,192.7,88,1.0,6740,6.4,0.6,1426,Work,0,8166,Mature High Spender,Upsell premium services
28,Other,Mumbai,Oppo,Android,3.5,24.3,30.9,59,1.6,6335,1.8,4.0,1905,Entertainment,0,8240,Mature High Spender,Upsell premium services
49,Male,Mumbai,Apple,iOS,6.0,35.8,7.0,68,1.2,4401,6.3,4.0,616,Work,0,5017,Mature High Spender,Upsell premium services
31,Other,Kolkata,Apple,iOS,9.0,47.0,290.9,66,0.8,8417,1.0,2.7,1065,Education,0,9482,Mature High Spender,Upsell premium services
34,Other,Delhi,Motorola,Android,2.5,5.7,24.7,76,1.4,7827,3.4,4.2,320,Entertainment,0,8147,Mature High Spender,Upsell premium services
56,Male,Mumbai,OnePlus,iOS,11.7,8.7,210.3,140,3.3,7537,3.7,3.6,1053,Gaming,0,8590,Mature High Spender,Upsell premium services
37,Other,Delhi,Oppo,iOS,3.0,48.0,82.1,24,0.6,3671,3.5,3.3,1540,Gaming,0,5211,Mature High Spender,Upsell premium services
22,Male,Kolkata,Realme,Android,1.1,5.1,16.0,12,0.5,6424,2.2,4.5,1215,Education,0,7639,Mature High Spender,Upsell premium services
43,Other,Chennai,Google Pixel,iOS,1.9,6.4,283.9,156,2.0,5945,3.8,0.2,1690,Social Media,0,7635,Mature High Spender,Upsell premium services
46,Female,Kolkata,OnePlus,Android,11.4,2.6,42.2,83,0.5,7067,1.5,3.3,1401,Gaming,0,8468,Mature High Spender,Upsell premium services
30,Female,Kolkata,Vivo,Android,11.9,26.8,22.0,116,2.0,7626,7.5,4.7,1124,Education,0,8750,Mature High Spender,Upsell premium services
48,Other,Ahmedabad,Google Pixel,Android,12.0,37.6,209.7,189,2.4,6925,2.0,3.5,144,Education,0,7069,Mature High Spender,Upsell premium services
59,Male,Hyderabad,Xiaomi,Android,3.1,25.2,285.5,27,2.3,9532,3.5,3.0,1606,Entertainment,0,11138,Mature High Spender,Upsell premium services
55,Male,Hyderabad,Nokia,iOS,11.0,9.3,62.5,94,3.0,7091,4.2,0.3,988,Social Media,0,8079,Mature High Spender,Upsell premium services
34,Female,Ahmedabad,Realme,iOS,2.8,15.1,5.9,46,2.6,8846,4.5,3.1,456,Entertainment,0,9302,Mature High Spender,Upsell premium services
40,Other,Chennai,Oppo,iOS,5.2,41.6,281.4,158,3.0,7049,1.2,1.4,513,Education,0,7562,Mature High Spender,Upsell premium services
29,Other,Pune,Apple,iOS,11.6,26.2,74.5,15,2.5,7736,3.4,3.5,1515,Work,0,9251,Mature High Spender,Upsell premium services
53,Male,Bangalore,Apple,iOS,6.4,23.4,269.4,57,3.0,7244,6.9,3.6,327,Education,0,7571,Mature High Spender,Upsell premium services
31,Female,Hyderabad,OnePlus,Android,4.4,42.6,105.3,189,2.0,9599,3.0,4.5,1809,Entertainment,0,11408,Mature High Spender,Upsell premium services
